id,property_type,room_type,host_id,bedroom,beds,bathroom
34377899,Private room in rental unit,Private room,16311571,1 bedroom,2 beds,1.5 baths
33953923,Entire rental unit,Entire home/apt,256387985,1 bedrooms,1 beds,0 bathrooms
34378324,Entire rental unit,Entire home/apt,41448658,3 bedrooms,4 beds,1 bath
33954104,Private room in rental unit,Private room,10152770,1 bedrooms,1 beds,0 bathrooms
34390261,Private room in serviced apartment,Private room,75150135,1 bedrooms,1 beds,0 bathrooms
34390286,Private room in serviced apartment,Private room,75150135,7 bedrooms,1 bed,4 shared baths
33956377,Private room in guesthouse,Private room,81069105,1 bedroom,2 beds,1 private bath
34391423,Private room in rental unit,Private room,17292622,1 bedroom,1 bed,1 private bath
34394043,Private room in rental unit,Private room,259470035,1 bedrooms,1 beds,0 bathrooms
33958982,Entire rental unit,Entire home/apt,256424304,2 bedrooms,3 beds,2 baths
34407740,Entire rental unit,Entire home/apt,37240021,3 bedrooms,4 beds,2 baths
33960071,Private room in rental unit,Private room,94627983,1 bedroom,1 bed,1 shared bath
33962295,Entire rental unit,Entire home/apt,92184438,Studio,1 bed,1 bath
