id,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
22259952,******,f,1,0,1,0
22057509,******,f,1,1,0,0
22059474,0000,f,2,2,0,0
22060178,0000,f,2,2,0,0
22264219,******,f,1,1,0,0
22060282,******,f,1,1,0,0
22272640,******,f,1,1,0,0
22061092,******,f,1,0,0,1
22070432,VT-8964,t,34,34,0,0
22274795,******,f,1,1,0,0
22072825,******,f,1,1,0,0
22276927,******,f,1,1,0,0
22075141,******,t,4,4,0,0
22277884,VT-7311,f,1,1,0,0
22278200,******,f,1,0,1,0
22075253,******,t,1,1,0,0
22280427,******,f,4,4,0,0
22080021,******,t,2,2,0,0
22286719,******,t,2,0,2,0
22080173,******,t,1,0,1,0
22080927,******,f,1,0,1,0
22081119,******,f,3,3,0,0
22300231,******,f,1,1,0,0
22082537,******,f,1,0,1,0
22302614,VT-7246,f,1,1,0,0
22084743,******,f,1,0,1,0
22305593,******,f,1,1,0,0
22093111,******,t,1,0,1,0
22305603,******,f,6,6,0,0
22307213,******,t,13,13,0,0
22307669,******,f,5,5,0,0
22314456,******,f,1,0,1,0
22093664,******,f,36,36,0,0
22316138,VT-5463,t,2,2,0,0
22323943,******,f,2,2,0,0
22093916,******,f,2,0,2,0
22332008,******,f,1,1,0,0
22094140,******,f,1,1,0,0
22099527,******,f,1,0,1,0
22332864,VT-527,t,73,73,0,0
22336334,******,t,67,67,0,0
22101263,VT-3768,f,1,1,0,0
22121943,******,f,3,0,3,0
22122090,******,f,3,0,3,0
22336836,******,f,1,0,1,0
22131657,******,f,2,1,1,0
22337312,******,f,1,1,0,0
22136657,VT-4684,f,1,1,0,0
22141851,******,t,1,0,1,0
22338475,******,t,8,8,0,0
22142689,******,f,1,1,0,0
22340376,******,t,1,1,0,0
22340772,******,f,6,0,6,0
22341094,******,t,1,0,1,0
22143213,******,t,11,2,9,0
22144374,******,f,2,0,2,0
22342124,VT- 3762,t,1,1,0,0
22158819,******,f,1,1,0,0
22342207,******,f,2,2,0,0
22342492,******,f,2,2,0,0
22160218,VT,f,2,2,0,0
22352254,VT-5138,t,22,22,0,0
22161057,******,f,1,1,0,0
22352494,******,f,6,0,6,0
22161781,******,t,2,1,1,0
22353726,******,f,1,1,0,0
22163894,******,f,8,7,1,0
22354625,******,f,8,8,0,0
22354751,VT-6514,f,1,1,0,0
22172491,******,t,1,1,0,0
22355241,VT-7301,f,1,1,0,0
22173645,******,f,1,1,0,0
22366138,******,f,36,36,0,0
22369829,******,f,1,0,1,0
22174013,******,f,8,7,1,0
22178034,******,f,1,0,1,0
22182516,******,f,1,0,1,0
22372079,******,t,1,0,1,0
22372685,******,f,1,1,0,0
22183315,******,f,1,1,0,0
22373063,******,t,3,3,0,0
22381438,******,f,6,0,6,0
22384390,******,f,1,0,1,0
22186227,******,f,2,0,2,0
22387931,******,t,1,1,0,0
22186288,******,f,2,2,0,0
22395407,******,t,25,25,0,0
22491898,******,t,2,0,2,0
22400805,******,f,1,0,1,0
22494961,******,f,1,1,0,0
22401318,VT-5944,f,10,10,0,0
22497047,******,t,4,0,4,0
22497329,******,t,4,0,4,0
22407193,VT-5021,f,1,1,0,0
22409298,VT-3534,t,116,116,0,0
22521242,******,f,1,0,1,0
22416848,******,f,6,6,0,0
22419773,AM-336,f,20,20,0,0
22429342,VT-6302,t,97,97,0,0
22432173,0000,f,6,6,0,0
22432427,VT-6987,t,1,1,0,0
22522456,******,f,1,1,0,0
22529103,******,t,2,0,2,0
22441812,******,t,2,0,2,0
22532179,******,f,4,3,1,0
22537694,******,t,26,0,23,0
22537779,******,t,26,0,23,0
22443198,******,f,1,1,0,0
22537841,******,t,26,0,23,0
22542398,******,f,1,1,0,0
22446032,******,t,6,6,0,0
22542701,******,f,1,1,0,0
22543661,VT-5122,f,1,1,0,0
22446866,******,t,6,6,0,0
22449147,VT-5785,t,6,6,0,0
22454692,VT-5943,f,10,10,0,0
22549130,******,f,1,1,0,0
22561066,******,f,2,0,2,0
22458209,VT5465,t,6,6,0,0
22458876,******,f,1,0,1,0
22563937,******,f,1,0,1,0
22460012,******,f,1,0,1,0
22594046,******,f,1,1,0,0
22598667,******,t,5,5,0,0
22464399,******,f,2,0,2,0
22475549,******,t,1,1,0,0
22598824,******,f,1,0,0,1
22478937,******,f,1,1,0,0
22600151,******,f,1,0,1,0
22624722,******,f,2,1,1,0
22483208,******,f,1,0,1,0
22626390,******,f,1,0,1,0
22628570,******,f,2,1,1,0
22634993,******,f,3,0,3,0
22491478,******,t,4,0,4,0
22896599,******,t,15,15,0,0
22915229,VT-6716,f,56,55,1,0
22916988,******,f,28,0,24,4
22642437,******,t,1,1,0,0
22918821,VT-3336,f,5,5,0,0
22648222,VT-6800,f,1,1,0,0
22925834,VT-5946,f,10,10,0,0
22650457,******,f,3,3,0,0
22933453,******,t,13,13,0,0
22933569,******,f,1,1,0,0
22656126,******,f,1,0,1,0
22660533,******,f,4,4,0,0
22942266,******,f,1,1,0,0
22662207,VT-7947,t,18,18,0,0
22664561,******,f,4,4,0,0
22943330,******,f,1,0,1,0
22665858,******,f,1,0,1,0
22667915,VT-6390,t,11,11,0,0
22669801,******,f,1,0,1,0
22684096,******,f,2,0,2,0
22943516,H28391AAV68,t,19,18,1,0
22943847,H28391AAV68,t,19,18,1,0
22953249,******,t,1,1,0,0
22684199,VT-4170,f,1,1,0,0
22684554,******,f,2,0,2,0
22688293,******,t,1,1,0,0
22962759,******,t,2,2,0,0
22963641,******,f,1,0,1,0
22690469,******,t,1,1,0,0
22691075,******,t,3,1,2,0
22694811,******,f,10,7,3,0
22700207,******,f,7,4,3,0
22979116,******,t,14,14,0,0
22979863,******,f,6,6,0,0
22984725,******,f,10,7,3,0
22710919,******,f,1,1,0,0
22985103,******,f,10,7,3,0
22985266,******,f,10,7,3,0
22995510,VT-3542,t,1,1,0,0
22730118,******,f,1,0,1,0
22995960,******,f,1,1,0,0
22733333,******,t,1,0,1,0
22736115,******,f,1,0,0,1
22996051,******,f,1,0,1,0
22741612,VT-9313,t,101,101,0,0
22996773,******,f,2,2,0,0
22748492,VT REGISTRADA,t,1,1,0,0
22748869,VT 11/030,f,1,1,0,0
23000277,******,f,1,0,1,0
22752048,******,f,4,4,0,0
22756930,AM-1331,f,28,0,24,4
23003939,******,f,1,1,0,0
22758306,******,f,1,1,0,0
22758557,******,t,89,89,0,0
23013704,******,f,31,31,0,0
23015241,******,f,1,0,1,0
22758829,******,f,1,1,0,0
22759109,******,f,11,11,0,0
23037247,******,t,1,0,1,0
22759604,VT-5846,t,1,1,0,0
23041302,1355309VK4715E0024XU,f,1,1,0,0
22764702,500/2020/06137,f,2,2,0,0
22764792,******,t,4,2,0,0
22765827,******,f,36,36,0,0
23044497,******,f,5,3,2,0
23050623,******,t,9,9,0,0
22766899,******,f,2,0,2,0
22767178,******,t,13,13,0,0
23051072,******,t,1,1,0,0
22780563,******,f,1,0,1,0
22785220,******,f,7,4,3,0
22785366,VT-18963,t,34,34,0,0
22787035,AM-1331,f,28,0,24,4
22787596,AM-1331,f,28,0,24,4
23058236,******,f,1,1,0,0
22800510,VT.6717,f,56,55,1,0
22800970,VT-5945,f,10,10,0,0
23060080,******,f,1,0,1,0
22801194,******,f,2,0,2,0
22802277,******,f,2,1,1,0
22805686,******,f,1,1,0,0
23067514,VT-7135,f,1,1,0,0
23069092,******,t,2,2,0,0
22805865,******,f,1,0,1,0
22806331,AM-1331,f,28,0,24,4
23084860,******,f,1,0,1,0
22808871,VT-7323,t,2,2,0,0
22813253,******,f,6,0,6,0
23085138,******,f,1,1,0,0
23089205,******,f,1,1,0,0
22815736,******,t,1,0,1,0
23105267,******,f,2,1,1,0
22822757,VT-6543,f,4,4,0,0
22826990,******,t,35,0,35,0
22830902,******,t,2,1,1,0
22842633,******,t,1,1,0,0
22859084,******,t,35,0,35,0
22859334,******,t,35,0,35,0
23105274,VT-6326,f,2,2,0,0
23105786,******,f,1,0,1,0
22859608,VT-7312,f,1,1,0,0
22862142,VT-1643,f,22,22,0,0
22863670,******,t,1,0,1,0
23107624,******,t,4,0,4,0
23108520,******,f,2,2,0,0
22865011,******,f,2,0,2,0
23115562,******,f,2,2,0,0
22878458,******,t,3,3,0,0
22893199,******,t,15,15,0,0
22895080,******,f,1,1,0,0
22896409,******,t,15,15,0,0
23115564,VT5416,f,14,14,0,0
23196870,******,f,2,2,0,0
23115929,vt-6538,f,2,2,0,0
23117462,******,f,1,0,1,0
23197871,******,f,1,1,0,0
23118594,******,f,28,0,24,4
23118654,******,f,1,1,0,0
23203785,******,t,5,5,0,0
23205290,VT-4608,t,11,11,0,0
23210760,VT-9854,t,2,2,0,0
23212743,******,f,5,5,0,0
23119157,******,f,28,0,24,4
23119737,******,f,6,6,0,0
23120646,******,t,1,0,1,0
23216406,******,f,1,1,0,0
23217051,VT-4921,f,10,10,0,0
23225408,09/315554.9/18,f,10,10,0,0
23121098,******,f,28,0,24,4
23123557,******,f,4,2,2,0
23124018,******,f,28,0,24,4
23124273,******,f,4,2,2,0
23134144,******,f,28,0,24,4
23134789,******,f,28,0,24,4
23135389,******,f,28,0,24,4
23135580,******,f,28,0,24,4
23135722,******,f,28,0,24,4
23136822,******,f,1,1,0,0
23226721,VT-6264,f,1,1,0,0
23137302,******,f,28,0,24,4
23137498,******,f,28,0,24,4
23137641,******,f,28,0,24,4
23137872,******,f,28,0,24,4
23138132,******,f,28,0,24,4
23138724,******,f,28,0,24,4
23138965,******,f,28,0,24,4
23139110,******,f,28,0,24,4
23139328,******,f,28,0,24,4
23230099,VT-2794,f,1,1,0,0
23139491,******,f,28,0,24,4
23139634,******,f,28,0,24,4
23139932,20161021917,f,28,0,24,4
23141635,******,f,1,0,1,0
23231839,******,f,1,1,0,0
23241387,******,f,1,1,0,0
23142367,4994531VK4749F0001TS,f,1,0,1,0
23243363,******,f,1,1,0,0
23145918,VT-6627,f,1,1,0,0
23250788,******,t,1,1,0,0
23252193,******,t,3,3,0,0
23156070,VT-7029,f,56,55,1,0
23254763,******,f,1,0,1,0
23160465,******,t,35,0,35,0
23163777,******,f,1,0,1,0
23269747,1869,f,1,1,0,0
23164061,******,f,1,1,0,0
23273927,******,f,1,0,1,0
23280751,VT-7946,t,18,18,0,0
23166282,******,t,30,30,0,0
23167066,VT-7880 Registro de Entrada: 09/339667.9/18,f,2,2,0,0
23281803,VT-9697,t,1,1,0,0
23175496,VT-5952,f,2,2,0,0
23284290,******,f,1,0,1,0
23176137,******,f,1,1,0,0
23286224,******,f,3,1,2,0
23181640,******,f,1,0,1,0
23185366,VT-4592,f,2,2,0,0
23287977,VT5126,t,11,11,0,0
23186897,******,f,2,1,1,0
23288641,VT-8880,f,3,3,0,0
23194959,VT-5610,t,14,14,0,0
23509044,VT-6983,f,7,7,0,0
23301767,VT-7057,t,116,116,0,0
23512623,******,t,1,0,1,0
23303365,VT,f,1,1,0,0
23309381,******,f,28,28,0,0
23518344,VT-9550,t,1,1,0,0
23317320,******,f,1,0,1,0
23317354,******,t,23,23,0,0
23518775,VT-8163,t,101,101,0,0
23521086,******,f,2,0,2,0
23318384,******,f,1,1,0,0
23332735,VT-3682,t,2,2,0,0
23522894,******,f,1,0,1,0
23534312,******,t,1,1,0,0
23340755,******,t,2,2,0,0
23544096,******,f,2,1,1,0
23342647,******,f,1,0,1,0
23346412,Código turístico de identificación VT_6493,f,1,0,1,0
23554443,VT-8230,f,1,1,0,0
23347549,******,f,1,0,1,0
23554747,******,f,3,3,0,0
23557914,VT-4240,f,1,1,0,0
23349170,******,f,1,1,0,0
23351387,******,t,1,1,0,0
23351424,******,f,1,0,1,0
23351951,******,f,6,0,5,1
23357799,VT6012,f,2,2,0,0
23564481,VT7491,f,14,14,0,0
23571586,******,f,2,0,2,0
23358230,******,f,1,1,0,0
23368751,******,t,67,67,0,0
23368752,******,t,67,67,0,0
23375485,VT-7522,f,1,1,0,0
23377040,******,f,1,1,0,0
23377510,******,f,2,0,2,0
23393279,******,f,1,0,1,0
23397073,******,f,1,1,0,0
23404534,******,f,1,0,1,0
23405331,VT 7138,f,6,6,0,0
23405437,******,f,3,0,3,0
23409683,******,f,1,0,1,0
23418298,******,f,2,1,1,0
23425447,******,f,1,1,0,0
23429304,VT-5956,f,1,1,0,0
23429896,******,f,2,2,0,0
23430485,VT-2276,t,101,101,0,0
23430746,VT-6935,t,1,1,0,0
23431443,******,t,1,0,1,0
23445505,******,f,28,28,0,0
23447147,******,f,1,0,1,0
23450084,******,f,4,0,4,0
23451465,******,f,1,0,1,0
23451516,******,t,1,1,0,0
23452584,VT-6399,t,1,1,0,0
23459171,VT-8513,t,101,101,0,0
23459257,VT-8842,t,101,101,0,0
23459443,******,t,75,72,3,0
23460041,VT-7838,t,101,101,0,0
23461721,******,t,1,0,1,0
23464880,******,f,7,7,0,0
23465109,******,f,1,1,0,0
23476851,VT-8449,t,3,3,0,0
23478020,******,f,3,3,0,0
23579143,******,t,1,1,0,0
23480914,******,f,1,0,1,0
23483202,******,f,1,1,0,0
23485232,******,f,1,1,0,0
23491904,******,f,1,1,0,0
23581326,******,f,1,0,1,0
23492244,******,f,1,0,1,0
23494179,******,t,6,0,6,0
23586052,******,f,1,1,0,0
23495076,******,f,1,1,0,0
23591650,VT5415,f,14,14,0,0
23495524,VT-7653,f,1,1,0,0
23599006,******,t,3,0,3,0
23497627,VT-8482,t,101,101,0,0
23498851,VT-8132,t,101,101,0,0
23499064,VT-7510,t,101,101,0,0
23499803,VT-10207,t,101,101,0,0
23601424,******,f,3,3,0,0
23602701,VT,t,5,5,0,0
23500006,HM-4817,t,21,21,0,0
23623391,******,t,1,1,0,0
23627486,******,t,4,4,0,0
23500028,VT-10207,t,101,101,0,0
23504628,******,t,1,1,0,0
23638253,******,t,12,12,0,0
23643982,******,t,1,1,0,0
23880383,******,f,37,32,5,0
23644585,******,f,2,2,0,0
23647171,VT-7494,f,2,2,0,0
23649464,******,t,1,1,0,0
23887305,VT1070,f,4,4,0,0
23650100,VT-4767,t,1,1,0,0
23888421,VT8345,f,1,1,0,0
23654882,******,t,3,1,2,0
23657557,VT-5755,t,4,4,0,0
23657566,48507/73M,t,4,4,0,0
23897523,******,t,4,4,0,0
23660687,VT-5719,f,39,39,0,0
23901804,VT-7911,t,1,1,0,0
23664451,******,f,1,0,1,0
23911142,VT-8452,f,2,0,2,0
23913656,******,f,31,31,0,0
23667274,******,f,2,0,2,0
23917540,VT-10304,t,1,1,0,0
23918064,******,t,2,2,0,0
23667784,******,t,1,1,0,0
23918141,VT-9499,f,1,1,0,0
23918862,VT-8186,t,2,2,0,0
23921327,******,t,2,2,0,0
23923900,******,f,2,0,2,0
23667896,VT-5844,f,7,7,0,0
23924262,******,f,1,0,1,0
23924474,VT-7066,f,22,22,0,0
23668308,******,f,1,0,1,0
23931701,VT-9021,t,1,1,0,0
23674514,******,f,7,7,0,0
23674750,******,f,7,7,0,0
23674753,******,f,1,1,0,0
23935986,******,f,2,2,0,0
23674803,******,f,7,7,0,0
23675993,VT-6731,t,97,97,0,0
23936046,******,f,2,0,2,0
23681739,******,f,1,0,1,0
23684921,******,f,1,1,0,0
23685128,******,f,36,36,0,0
23692698,******,f,1,1,0,0
23936660,******,f,2,0,2,0
23939767,VT-74398CS,f,35,28,7,0
23697736,******,f,8,0,8,0
23943336,VT-6559,f,1,1,0,0
23949246,VT-7819,f,10,10,0,0
23953585,******,f,3,3,0,0
23958330,******,t,67,67,0,0
23698875,******,t,1,0,1,0
23706651,VT7998,f,22,22,0,0
23959082,VT-7092,t,2,2,0,0
23963707,VT-7607,f,7,7,0,0
23968571,******,f,2,2,0,0
23721334,******,f,1,1,0,0
23969176,******,f,2,2,0,0
23723964,VT7169,f,1,1,0,0
23969417,VT-5204,f,1,1,0,0
23723993,******,f,1,0,1,0
23971222,vt7255,t,1,1,0,0
23726971,VT-7177,t,9,9,0,0
23985514,******,f,1,1,0,0
23986063,******,t,15,15,0,0
23727792,******,t,5,1,4,0
23728063,******,t,5,1,4,0
23728656,******,f,1,0,1,0
23991007,VT-9001,t,1,1,0,0
23737302,VT-8272,t,1,1,0,0
23996172,******,f,2,2,0,0
23739309,VT-12175,t,1,1,0,0
24004654,******,f,1,0,1,0
23739530,******,f,1,0,1,0
24006648,******,f,1,0,1,0
23742671,******,f,1,1,0,0
24011691,******,f,1,1,0,0
24014857,******,f,3,3,0,0
24018410,******,f,1,1,0,0
23745996,VT-7490,t,89,89,0,0
24019154,******,t,1,0,1,0
23747193,******,f,1,1,0,0
23747534,******,f,7,7,0,0
23756999,******,f,3,3,0,0
24026402,******,t,1,1,0,0
23770161,VT9179,f,6,3,3,0
23777837,******,t,3,0,3,0
23777937,******,f,28,0,24,4
23789248,******,t,3,0,3,0
23797642,VT-2414,t,7,7,0,0
23798502,******,f,1,1,0,0
24032723,******,f,1,0,1,0
23798608,VT-7960,t,116,116,0,0
24034417,******,f,1,0,1,0
24035381,VT-5897,t,2,2,0,0
23800083,VT-5462,t,2,2,0,0
24035894,******,f,2,0,2,0
23807865,******,f,2,2,0,0
24037666,******,t,7,7,0,0
23831382,******,f,2,2,0,0
23840670,******,f,1,1,0,0
24038378,******,f,1,0,1,0
23846030,******,f,1,1,0,0
24038780,******,t,2,0,2,0
23853652,******,f,1,1,0,0
24040335,09/173747.9/18,f,1,1,0,0
23854075,VT7492,f,14,14,0,0
23854785,******,t,3,3,0,0
24040427,******,f,1,1,0,0
24042695,******,t,2,2,0,0
23856264,******,f,1,0,1,0
24054186,******,f,1,0,1,0
24056719,******,f,1,1,0,0
23856627,******,t,2,2,0,0
23864324,49/367628.9/17,t,1,1,0,0
23870321,******,f,2,2,0,0
23870338,******,f,4,2,2,0
23872048,VT0010,t,7,7,0,0
23872258,******,t,67,67,0,0
23875839,******,t,1,1,0,0
24064123,******,f,1,1,0,0
24064337,VT-8671,f,7,7,0,0
24080513,VT-5636.,f,1,1,0,0
23879275,******,f,4,0,4,0
24082190,******,t,1,1,0,0
24085625,VT-8452,f,2,0,2,0
23880381,******,t,1,1,0,0
24095882,******,f,1,0,1,0
24257940,******,t,1,1,0,0
24107996,******,f,2,2,0,0
24108473,******,f,2,2,0,0
24258892,******,f,36,36,0,0
24258981,******,f,1,0,1,0
24125795,VT-2282,f,2,2,0,0
24264598,******,t,1,1,0,0
24128944,******,t,3,3,0,0
24130835,VT-7122,f,2,2,0,0
24266241,******,f,2,0,2,0
24134099,******,f,1,0,1,0
24134121,VT-,f,7,7,0,0
24274586,VT-4615,f,1,1,0,0
24135239,VT-11152,t,1,1,0,0
24147709,VT-8145,t,1,1,0,0
24275005,VT-8293,t,18,18,0,0
24292271,VT8091,f,2,2,0,0
24293660,VT- 12056,f,3,3,0,0
24151187,******,f,1,1,0,0
24303727,H28391AAXCG,t,19,18,1,0
24304659,******,f,1,1,0,0
24305449,******,f,36,36,0,0
24306988,******,f,68,0,68,0
24309006,******,t,1,1,0,0
24151213,******,t,1,1,0,0
24151782,******,f,2,1,1,0
24166876,VT-0446,f,2,2,0,0
24317070,******,t,1,1,0,0
24171096,******,f,1,0,1,0
24319749,VT6454,f,4,4,0,0
24320628,5606,t,4,4,0,0
24323668,******,t,1,1,0,0
24177795,******,t,23,23,0,0
24178248,VT-8104,t,6,6,0,0
24181506,******,f,7,7,0,0
24182172,******,t,13,1,12,0
24324849,******,t,1,1,0,0
24328395,******,f,68,0,68,0
24339118,VT1083,f,4,4,0,0
24348581,******,f,8,0,8,0
24350200,******,f,68,0,68,0
24355249,VT-8808,f,1,1,0,0
24204958,******,f,1,1,0,0
24212655,VT-6994,f,20,20,0,0
24215518,******,f,1,0,1,0
24355672,VT-8269,f,28,28,0,0
24361393,******,t,13,1,12,0
24225762,******,f,1,0,1,0
24362246,VT-7750,t,39,39,0,0
24228890,******,f,3,0,3,0
24234419,******,t,30,30,0,0
24241838,******,f,1,0,1,0
24364750,******,f,12,12,0,0
24376153,VT-7753,f,1,1,0,0
24242129,******,f,3,1,2,0
24377410,******,f,2,1,1,0
24246189,******,f,1,1,0,0
24395903,******,f,2,0,2,0
24398997,******,t,2,2,0,0
24415128,******,f,36,36,0,0
24417135,VT4958,t,3,3,0,0
24419135,VT-5012,f,4,4,0,0
24246818,******,t,1,1,0,0
24421887,VT9080,f,1,1,0,0
24246908,******,f,1,0,1,0
24425841,******,f,1,0,1,0
24247623,Vivienda registrada,t,247,247,0,0
24250606,******,f,1,1,0,0
24427281,******,f,37,32,5,0
24427784,******,f,37,32,5,0
24605468,******,f,1,1,0,0
24615822,******,t,25,25,0,0
24428148,******,f,37,32,5,0
24428500,******,f,37,32,5,0
24618986,******,f,1,0,1,0
24619663,******,t,89,89,0,0
24630615,VT REGISTRADA,t,8,8,0,0
24436630,******,f,56,55,1,0
24638828,******,t,3,3,0,0
24639304,******,t,26,26,0,0
24437133,VT-6282,t,97,97,0,0
24442021,******,t,1,0,1,0
24639705,******,t,1,0,1,0
24640533,VT-3335,f,5,5,0,0
24444094,******,f,1,1,0,0
24444218,******,f,1,0,1,0
24648288,VT-3147,t,1,1,0,0
24451365,******,f,2,2,0,0
24451972,VT-6674,f,3,3,0,0
24458539,******,t,1,1,0,0
24649956,VT-7759,f,2,2,0,0
24461899,VT-8635,f,2,2,0,0
24463484,******,f,7,7,0,0
24653228,******,t,1,0,1,0
24654283,10-CEHA-00106,f,6,6,0,0
24655695,******,f,3,3,0,0
24466032,VT-5787,t,101,101,0,0
24478640,******,t,26,0,23,0
24478778,******,t,26,0,23,0
24666391,VT-7239,f,1,1,0,0
24677283,******,f,1,1,0,0
24478877,******,t,26,0,23,0
24692982,******,f,3,3,0,0
24693057,******,f,3,3,0,0
24478960,******,t,26,0,23,0
24479088,******,t,26,0,23,0
24479213,******,t,26,0,23,0
24482043,******,f,2,0,2,0
24696077,******,f,1,1,0,0
24492360,******,f,1,0,1,0
24697607,******,f,2,0,2,0
24497663,******,f,4,0,4,0
24503938,VT-6714,f,56,55,1,0
24505225,VT-8244,f,56,55,1,0
24505443,******,f,22,22,0,0
24704773,******,f,1,1,0,0
24508884,******,f,1,0,1,0
24722194,******,f,1,0,1,0
24509024,VT-4209,f,1,1,0,0
24727336,******,f,2,2,0,0
24740233,VT-8051,f,5,5,0,0
24740380,******,f,5,0,5,0
24509670,VT-6785,f,56,55,1,0
24509880,VT-6787,f,56,55,1,0
24743779,******,f,2,2,0,0
24509903,VT- 6786,f,56,55,1,0
24746994,VT- 9116,t,56,55,1,0
24518937,******,f,1,1,0,0
24747162,******,t,3,0,3,0
24749423,******,f,3,0,3,0
24522327,VT-4288,f,1,1,0,0
24752653,VT-2732,f,1,1,0,0
24535371,******,f,1,0,1,0
24768989,******,f,1,0,1,0
24535651,******,f,3,3,0,0
24771028,******,f,1,1,0,0
24792056,******,t,3,0,3,0
24542897,******,f,37,32,5,0
24549885,******,t,4,1,3,0
24552208,******,t,3,2,1,0
24799497,******,f,1,1,0,0
24555986,******,t,1,0,1,0
24799625,******,f,2,0,2,0
24557582,VT8315,f,14,14,0,0
24559013,******,f,37,32,5,0
24576454,******,t,1,1,0,0
24800101,VT-8028,f,7,7,0,0
24577810,******,f,1,1,0,0
24805269,******,f,2,2,0,0
24577826,******,f,1,0,1,0
24805964,******,t,75,72,3,0
24590724,******,t,1,0,1,0
24592541,******,f,3,3,0,0
24806839,  VT-7392,t,2,2,0,0
24594323,VT-8506,t,89,89,0,0
24813961,******,f,1,0,1,0
24594682,VT-8725,t,2,2,0,0
24816210,******,f,1,1,0,0
24594700,******,f,1,1,0,0
24819443,VT-8400,t,1,1,0,0
24819627,VT-8350,f,20,20,0,0
24596854,VT-8520,t,89,89,0,0
24597132,******,t,3,1,2,0
24821348,VT 1302,f,1,1,0,0
24603663,******,f,2,1,1,0
25117934,******,f,1,0,1,0
24826150,******,f,1,0,1,0
25122371,******,f,5,0,5,0
25128975,******,t,1,1,0,0
25130216,******,f,2,0,2,0
24832031,******,f,2,2,0,0
25153508,VT-6161,f,2,2,0,0
24843594,******,f,1,0,1,0
25156920,350/2023/01566,f,2,2,0,0
24854475,******,f,2,1,1,0
25173129,******,t,6,0,6,0
25173330,******,f,9,9,0,0
24862265,no tengo numero asignado aun,t,1,0,1,0
24872161,VT-9371,t,3,3,0,0
25173944,******,f,9,9,0,0
24885811,******,f,1,0,1,0
24886374,******,f,2,1,1,0
25180400,******,f,2,2,0,0
25183815,VT-10252,f,3,3,0,0
24888754,******,f,1,1,0,0
25198976,******,f,37,32,5,0
24889247,******,t,2,0,2,0
24900786,******,f,1,1,0,0
25201438,******,f,1,0,1,0
24909875,VT 9057,f,2,2,0,0
24914994,******,f,19,0,18,1
24916189,******,f,3,3,0,0
25204155,VT-7244,t,101,101,0,0
25207237,******,f,1,0,1,0
24919027,******,f,2,0,2,0
25208089,******,t,3,3,0,0
25210319,******,f,1,0,1,0
25216053,VUT - 8666,f,12,12,0,0
25221343,******,t,15,4,11,0
24934938,******,f,3,3,0,0
24935267,VT8431,f,1,1,0,0
24936704,******,f,19,0,18,1
24937449,******,f,19,0,18,1
25226881,******,t,2,2,0,0
24937981,******,f,19,0,18,1
24940608,******,t,2,2,0,0
24945089,******,f,2,2,0,0
24957865,******,f,19,0,18,1
24959331,VT-8736,f,2,2,0,0
24967286,VT-8417,t,1,1,0,0
24980742,VT-6291,t,2,2,0,0
25229885,5156546,t,1,1,0,0
24982258,******,f,1,1,0,0
25234088,******,f,1,0,1,0
24986535,******,t,1,0,1,0
25007995,******,f,68,0,68,0
25237239,******,f,1,0,1,0
25021356,******,f,1,0,1,0
25245684,******,t,1,1,0,0
25030261,******,f,1,0,1,0
25251884,******,f,1,0,1,0
25041384,******,f,1,0,1,0
25047520,******,f,4,0,4,0
25063330,VT2413,t,7,7,0,0
25256742,******,f,1,1,0,0
25256801,******,t,4,4,0,0
25257858,******,f,1,0,1,0
25067868,******,t,25,0,25,0
25262285,******,t,1,1,0,0
25069074,******,t,25,0,25,0
25070970,B-87382735,f,4,4,0,0
25272536,VT-1135,f,1,1,0,0
25072977,VT-9548,t,1,1,0,0
25273892,******,f,3,0,3,0
25073202,VT-7868,f,1,1,0,0
25275967,******,f,1,1,0,0
25079758,******,f,1,0,1,0
25091138,******,f,1,1,0,0
25278403,******,t,67,67,0,0
25284361,VT-6630,t,1,1,0,0
25092509,******,f,1,1,0,0
25292746,******,f,1,1,0,0
25304648,******,t,14,0,14,0
25103082,VT-4822,f,1,1,0,0
25104318,******,t,2,0,2,0
25305061,******,f,1,1,0,0
25307158,VT8619,f,1,1,0,0
25110866,******,f,1,1,0,0
25312533,******,f,3,3,0,0
25313243,VT-8318,t,1,1,0,0
25555881,VT-9985,f,1,1,0,0
25321282,******,f,1,1,0,0
25562169,******,f,1,1,0,0
25321306,******,f,2,0,2,0
25571350,******,t,15,4,11,0
25572293,******,t,115,82,33,0
25573281,Vivienda registrada,f,1,1,0,0
25323136,******,t,14,14,0,0
25323846,******,f,1,0,1,0
25580931,******,f,1,0,1,0
25336303,******,f,25,25,0,0
25343589,******,t,1,1,0,0
25596649,******,f,1,1,0,0
25606815,******,t,1,1,0,0
25360742,******,f,1,0,1,0
25607973,******,f,1,0,1,0
25616258,******,f,1,0,0,1
25616661,******,f,1,0,1,0
25617267,******,f,1,1,0,0
25361181,VT-6284,f,4,4,0,0
25366967,******,f,1,0,1,0
25652775,******,f,2,2,0,0
25368955,VT7553 - VT7554- VT7555-VT7874,t,3,3,0,0
25661942,VT-10014,f,1,1,0,0
25370004,******,t,25,0,25,0
25370542,VT7553 - VT7554- VT7555-VT7874,t,3,3,0,0
25680837,******,f,1,0,0,1
25371389,******,t,25,0,25,0
25373452,******,t,25,0,25,0
