id,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
50337764,VT-6893,t,291,291,0,0
50337765,VT-6890,t,291,291,0,0
50337766,VT-6891,t,291,291,0,0
50338600,******,f,3,1,2,0
50499281,******,f,1,1,0,0
50343657,******,f,2,0,2,0
50671859,******,f,1,0,1,0
50501599,******,f,5,5,0,0
50673761,******,f,6,0,6,0
50677445,******,f,4,4,0,0
50518850,******,f,5,5,0,0
50679397,******,f,1,1,0,0
50522229,******,f,11,11,0,0
50534685,******,t,1,1,0,0
50686284,VT registrada,t,247,247,0,0
50540002,******,f,8,8,0,0
50543282,******,f,1,0,1,0
50544033,******,f,1,1,0,0
50686285,******,t,17,1,16,0
50553830,******,t,22,22,0,0
50559605,******,f,1,1,0,0
50688191,******,f,3,3,0,0
50560154,******,t,9,0,9,0
50688375,******,f,3,3,0,0
50688450,******,f,3,3,0,0
50688701,******,t,17,1,16,0
50689103,******,f,25,25,0,0
50691332,******,t,17,1,16,0
50692250,******,f,1,1,0,0
50563674,******,f,15,15,0,0
50702002,******,t,17,1,16,0
50565776,******,f,15,15,0,0
50569972,******,t,62,62,0,0
50570139,******,t,62,62,0,0
50570256,******,t,62,62,0,0
50714976,******,f,1,0,1,0
50715031,******,t,17,1,16,0
50715158,******,f,1,1,0,0
50717888,******,f,3,2,1,0
50570334,******,t,62,62,0,0
50721932,******,t,3,0,3,0
50583051,vt-0000,f,1,1,0,0
50724146,******,f,1,1,0,0
50729508,******,t,10,10,0,0
50729568,******,f,2,0,2,0
50729582,******,f,28,28,0,0
50737628,******,t,18,18,0,0
50740697,******,f,4,4,0,0
50584532,******,t,1,0,1,0
50745149,******,f,1,1,0,0
50753480,******,t,2,2,0,0
50586241,******,f,1,1,0,0
50760072,VT-89874,f,89,89,0,0
50588904,******,f,2,0,2,0
50760714,******,t,3,0,3,0
50762376,******,f,8,8,0,0
50765017,******,t,31,31,0,0
50595506,******,t,38,38,0,0
50765517,******,f,28,28,0,0
50767137,******,f,44,44,0,0
50597319,******,f,5,5,0,0
50768638,******,f,68,0,68,0
50770210,******,f,2,0,2,0
50608777,******,f,30,30,0,0
50608871,******,t,116,116,0,0
50611076,******,t,34,32,2,0
50772166,******,f,1,0,1,0
50773801,******,f,2,2,0,0
50774209,******,t,4,4,0,0
50618869,******,f,4,4,0,0
50626573,******,f,1,1,0,0
50775788,******,f,83,83,0,0
50784395,******,t,1,1,0,0
50629344,VT-11600,t,291,291,0,0
50630630,******,t,9,0,9,0
50630674,******,t,9,0,9,0
50630719,******,t,9,0,9,0
50630756,******,t,9,0,9,0
50630776,******,t,9,0,9,0
50630801,******,t,9,0,9,0
50630820,******,t,9,0,9,0
50631013,******,t,9,0,9,0
50788807,******,f,1,1,0,0
50631848,******,t,17,1,16,0
50790108,******,t,5,5,0,0
50790489,******,t,9,0,9,0
50795115,******,t,1,0,1,0
50634354,******,t,237,237,0,0
50639968,******,f,2,0,2,0
50802521,******,f,1,0,1,0
50802696,******,t,62,62,0,0
50647862,VT12668,t,18,18,0,0
50809467,******,f,1,0,1,0
50648604,******,t,9,9,0,0
50811470,VT-21590,f,5,5,0,0
50817542,******,t,3,2,1,0
50653098,******,t,21,21,0,0
50818019,******,f,28,28,0,0
50823858,******,t,4,4,0,0
50825153,******,t,9,0,9,0
50655505,******,f,3,0,3,0
50657602,******,f,2,1,1,0
50657605,******,f,4,4,0,0
50664229,VT-6499,f,1,1,0,0
50826487,******,f,1,1,0,0
50836676,******,f,1,1,0,0
50837784,******,t,3,2,1,0
50665199,******,f,1,0,1,0
50666456,******,t,17,1,16,0
50669741,******,t,6,6,0,0
50950167,******,f,1,1,0,0
50950298,******,t,11,11,0,0
50839134,******,f,1,0,1,0
50951224,******,f,1,0,1,0
50840405,******,t,10,0,3,7
50841717,VT-12843,t,28,28,0,0
50956940,******,f,1,1,0,0
50843953,******,f,68,0,68,0
50844206,******,f,68,0,68,0
50844491,******,f,68,0,68,0
50846306,******,f,12,12,0,0
50966590,******,f,1,1,0,0
50971955,******,f,1,1,0,0
50862505,******,f,1,0,1,0
50862705,******,t,5,5,0,0
50983812,******,f,1,0,1,0
50984453,******,t,8,8,0,0
50870399,******,f,1,0,1,0
50987215,******,f,4,4,0,0
50987621,******,f,4,4,0,0
50991422,******,f,6,6,0,0
50873864,******,f,2,2,0,0
50992178,******,f,1,0,1,0
50993760,******,f,2,2,0,0
50875886,******,f,28,28,0,0
50994788,******,t,6,6,0,0
50885011,******,f,15,15,0,0
50885132,******,f,15,15,0,0
50885165,******,f,15,15,0,0
50885252,******,f,15,15,0,0
50885429,******,f,15,15,0,0
50995253,******,t,6,6,0,0
50995600,******,f,6,6,0,0
50885482,******,f,15,15,0,0
50885516,******,f,15,15,0,0
50885536,******,f,15,15,0,0
50891816,VT-1811,t,4,4,0,0
50894136,VT-1786,t,4,4,0,0
50995991,******,f,6,6,0,0
50894245,******,t,2,2,0,0
50997018,******,f,6,6,0,0
50997493,******,f,4,2,2,0
50897349,******,f,1,1,0,0
51006715,******,f,1,1,0,0
50905997,******,t,247,247,0,0
50907912,VT-1810,t,4,4,0,0
50908357,VT-4609,t,4,4,0,0
51007841,******,t,1,0,1,0
50908998,******,f,2,0,2,0
50909091,******,f,2,0,2,0
51008640,"English, Français, E",t,56,56,0,0
51010342,******,f,2,1,1,0
51012449,******,f,3,3,0,0
51013140,VT-12886,f,1,1,0,0
50909290,******,f,1,1,0,0
51031458,******,f,68,0,68,0
50911179,******,f,5,5,0,0
51033915,******,t,7,7,0,0
50925490,******,f,1,0,1,0
50927512,******,t,17,1,16,0
50937756,******,t,14,14,0,0
51035242,******,f,68,0,68,0
50946039,******,f,3,0,3,0
51279985,******,t,2,2,0,0
51037143,******,f,2,2,0,0
51052293,VT-67898,f,89,89,0,0
51052748,******,t,237,237,0,0
51281514,******,t,84,84,0,0
51060615,******,f,44,44,0,0
51061279,VT-5106,f,5,5,0,0
51062188,VT-951,f,5,5,0,0
51282926,******,f,1,0,1,0
51062639,VT-2931,f,5,5,0,0
51287420,******,f,1,0,1,0
51293909,******,t,18,18,0,0
51293911,******,t,18,18,0,0
51064352,******,f,3,3,0,0
51065691,******,t,247,247,0,0
51068551,******,f,83,83,0,0
51078245,******,f,1,1,0,0
51295912,******,t,4,4,0,0
51297245,VT REGISTRADA,t,1,1,0,0
51298074,******,t,247,247,0,0
51079860,******,t,116,116,0,0
51300335,******,t,1,1,0,0
51087382,******,t,2,2,0,0
51300416,******,f,2,0,2,0
51300859,******,f,1,0,1,0
51301865,******,f,1,1,0,0
51099347,******,t,4,4,0,0
51304537,******,t,18,18,0,0
51304745,******,t,2,2,0,0
51306501,******,f,3,0,3,0
51133779,******,t,7,7,0,0
51307103,******,f,1,1,0,0
51134366,******,t,7,7,0,0
51315323,******,t,9,9,0,0
51134857,******,f,25,25,0,0
51315575,******,t,8,8,0,0
51315891,******,f,1,0,1,0
51322207,******,t,75,72,3,0
51334635,******,f,7,5,2,0
51136722,******,t,1,0,1,0
51334950,******,f,1,0,1,0
51338920,******,t,17,1,16,0
51339329,******,f,5,1,4,0
51142091,******,t,18,18,0,0
51147470,******,t,6,6,0,0
51161504,******,f,2,2,0,0
51340684,******,f,1,0,1,0
51161870,******,f,1,0,1,0
51342144,******,f,5,1,4,0
51162702,******,f,4,4,0,0
51163065,******,f,4,4,0,0
51163839,******,f,1,1,0,0
51344486,******,f,1,1,0,0
51345223,******,t,17,1,16,0
51171914,******,f,1,1,0,0
51345810,******,f,5,0,5,0
51345848,******,t,17,1,16,0
51172385,******,f,2,2,0,0
51354851,******,t,2,2,0,0
51173087,******,t,1,1,0,0
51181210,******,t,23,23,0,0
51357289,******,f,3,3,0,0
51181322,******,t,34,34,0,0
51182871,******,f,4,3,1,0
51184278,VT REGISTRADA,t,1,1,0,0
51358436,******,t,17,1,16,0
51360279,******,t,12,12,0,0
51362613,******,f,8,8,0,0
51186204,******,t,237,237,0,0
51190011,******,t,62,62,0,0
51363201,******,f,21,3,18,0
51368390,******,f,2,1,1,0
51369024,******,f,5,1,4,0
51384154,******,f,44,44,0,0
51193898,VT-2105,f,1,1,0,0
51385088,******,t,1,0,1,0
51385714,******,f,1,0,1,0
51196484,******,f,2,1,1,0
51199566,******,f,1,1,0,0
51396793,******,t,1,0,1,0
51200916,******,f,1,1,0,0
51406711,******,t,1,1,0,0
51201496,******,t,17,1,16,0
51407367,******,t,10,10,0,0
51204846,******,t,14,0,8,6
51414308,******,f,1,0,1,0
51418354,******,t,10,0,3,7
51206287,******,t,17,1,16,0
51418906,******,t,1,1,0,0
51421761,******,t,247,247,0,0
51421807,******,t,17,1,16,0
51207104,******,f,1,1,0,0
51423597,******,f,2,2,0,0
51423665,******,f,1,1,0,0
51208461,******,t,5,5,0,0
51209977,******,f,1,1,0,0
51223314,******,t,3,0,3,0
51424834,No need 4 monthly,f,1,1,0,0
51426172,******,f,14,0,8,6
51223368,******,t,3,0,3,0
51223400,******,t,3,0,3,0
51224724,V-en proceso,f,2,1,1,0
51426249,******,f,1,0,0,1
51426701,******,t,14,0,8,6
51427334,******,t,14,0,8,6
51427636,******,t,14,0,8,6
51428145,******,t,14,0,8,6
51435904,******,t,25,25,0,0
51224981,VT REGISTRADA,t,1,1,0,0
51437619,******,f,1,0,1,0
51239570,117/2003/04828,f,2,2,0,0
51437625,******,f,1,1,0,0
51256058,2022/0377251,f,1,1,0,0
51438084,******,f,1,1,0,0
51257311,******,f,2,0,2,0
51439854,******,f,1,1,0,0
51258778,******,t,89,89,0,0
51442337,******,t,5,5,0,0
51444253,******,f,1,1,0,0
51445076,******,f,3,0,3,0
51259702,En trámite!,f,2,1,1,0
51274060,******,f,1,1,0,0
51445201,******,t,1,0,1,0
51445216,******,f,2,0,2,0
51445794,******,f,1,0,1,0
51275852,******,t,4,0,4,0
51275925,******,t,4,0,4,0
51275982,******,t,4,0,4,0
51276039,******,t,4,0,4,0
51276303,******,f,89,89,0,0
51277506,******,f,1,1,0,0
51456432,******,t,1,1,0,0
51458673,******,f,1,1,0,0
51459687,******,t,6,6,0,0
51278849,******,f,1,1,0,0
51462710,******,f,11,11,0,0
51463486,******,f,25,25,0,0
51469076,******,t,17,1,16,0
51279194,******,f,2,2,0,0
51469533,******,t,17,1,16,0
51476305,ESB87885356,t,14,0,8,6
51477868,******,t,5,5,0,0
51478155,******,t,2,2,0,0
51479660,******,t,115,82,33,0
51480471,******,t,115,82,33,0
51488054,******,t,89,89,0,0
51490533,******,t,5,0,5,0
51495878,******,f,2,2,0,0
51533380,******,f,27,27,0,0
51537442,VT-4828,f,2,2,0,0
51537911,VT-13900,f,2,2,0,0
51500255,******,t,3,3,0,0
51549352,******,t,247,247,0,0
51550052,******,t,237,237,0,0
51514213,******,t,2,2,0,0
51554244,******,t,14,0,8,6
51517704,******,f,1,1,0,0
51518437,******,f,27,27,0,0
51762909,******,t,115,82,33,0
51554823,******,t,3,0,3,0
51802292,******,f,1,0,1,0
51804766,******,f,2,2,0,0
51809103,******,f,6,0,6,0
51811230,******,t,4,4,0,0
51811411,******,f,1,0,1,0
51555472,******,t,62,62,0,0
51816512,******,f,2,0,2,0
51817414,******,t,1,1,0,0
51823683,******,f,2,0,2,0
51558455,******,t,14,0,8,6
51558636,******,t,14,0,8,6
51558807,VT-8092,f,1,1,0,0
51836498,******,f,1,0,1,0
51839698,******,f,1,0,1,0
51842476,******,t,1,1,0,0
51566100,******,t,3,3,0,0
51568557,******,f,2,2,0,0
51570786,******,t,3,0,3,0
51570964,******,t,3,0,3,0
51571072,******,f,7,7,0,0
51861664,******,t,247,247,0,0
51862753,******,t,4,0,4,0
51879560,******,f,1,1,0,0
51879774,******,f,1,1,0,0
51900082,******,f,2,1,1,0
51571111,******,t,247,247,0,0
51903639,******,t,1,1,0,0
51906548,******,f,11,10,1,0
51914554,******,t,89,89,0,0
51572195,******,t,14,14,0,0
51576637,******,f,1,1,0,0
51920406,******,f,2,2,0,0
51921541,******,f,2,2,0,0
51938254,******,f,2,0,2,0
51951463,******,f,2,0,2,0
51581378,******,t,24,24,0,0
51589054,******,f,1,1,0,0
51953197,******,t,1,1,0,0
51953728,******,f,1,1,0,0
51956459,******,t,42,42,0,0
51958488,******,f,1,1,0,0
51589819,******,f,3,0,3,0
51958901,******,t,3,3,0,0
51968208,******,t,247,247,0,0
51589837,******,f,3,3,0,0
51589862,******,f,7,7,0,0
51591104,******,t,7,7,0,0
51592583,******,f,7,7,0,0
51594825,******,f,7,7,0,0
51595345,******,f,7,7,0,0
51599794,******,f,1,0,1,0
51973703,******,f,1,0,1,0
51995681,******,f,5,5,0,0
51995707,******,f,6,1,5,0
51996096,******,f,1,0,1,0
51602462,******,f,24,0,24,0
51609313,******,f,2,2,0,0
52016271,******,f,1,0,1,0
51609768,******,f,2,2,0,0
51612012,******,t,115,82,33,0
52018449,******,t,1,0,1,0
52020653,******,t,116,116,0,0
51612329,******,f,1,1,0,0
51617186,******,f,1,0,1,0
51628007,******,f,2,2,0,0
52025881,******,f,1,1,0,0
52046601,******,t,5,5,0,0
51630871,******,f,1,1,0,0
52047052,******,f,1,0,1,0
51633768,******,t,1,0,1,0
52064011,VT-897543,f,89,89,0,0
51634109,******,f,1,1,0,0
52066098,******,t,3,0,3,0
52067010,******,t,6,6,0,0
51634193,******,t,62,62,0,0
51637434,******,t,24,24,0,0
51647382,******,t,2,0,2,0
52069012,******,t,1,1,0,0
51665586,******,f,3,3,0,0
51669824,******,f,3,3,0,0
52070851,******,f,1,0,1,0
51675244,******,f,3,3,0,0
51675622,******,f,1,1,0,0
52074290,******,t,5,3,2,0
52078929,******,f,11,10,1,0
52085995,******,f,2,2,0,0
52098924,******,t,7,0,1,0
51676464,000000000000,t,1,1,0,0
52099237,******,t,8,8,0,0
51676835,******,f,2,2,0,0
51677963,******,t,14,14,0,0
51679079,******,f,1,1,0,0
52099458,******,t,1,1,0,0
52099549,******,t,7,7,0,0
52099647,******,t,8,8,0,0
51679964,******,t,14,14,0,0
51684764,******,t,1,1,0,0
51691326,******,f,1,1,0,0
52100526,******,f,2,0,2,0
51698669,******,t,38,38,0,0
51699174,******,f,2,0,2,0
51699199,******,t,1,1,0,0
52110493,******,f,2,0,2,0
52120292,******,f,1,1,0,0
51702474,******,t,7,0,7,0
51702554,******,t,7,0,7,0
51702569,******,t,56,56,0,0
51702636,******,t,7,0,7,0
51708167,******,f,68,0,68,0
52121204,******,t,2,0,2,0
52122026,******,t,11,11,0,0
52122147,******,t,4,4,0,0
51711692,VT - 8657,t,11,2,9,0
52137330,******,f,1,1,0,0
51713784,******,f,2,2,0,0
52138329,******,f,1,1,0,0
52139804,******,f,2,1,1,0
52140331,******,f,2,1,1,0
51723737,******,t,6,0,6,0
52144308,******,f,5,5,0,0
52144370,******,t,3,3,0,0
51724597,******,t,6,0,6,0
51724692,******,t,6,0,6,0
51724736,******,t,6,0,6,0
51724773,******,t,6,0,6,0
52149730,******,t,4,0,4,0
52150216,******,f,2,2,0,0
51724813,******,t,6,0,6,0
51725611,******,f,12,12,0,0
52150953,******,f,8,8,0,0
52158139,******,f,1,1,0,0
51732294,******,t,26,26,0,0
52158318,******,f,6,0,6,0
52158476,******,t,2,2,0,0
51739590,******,f,2,2,0,0
52160394,******,t,1,1,0,0
51740316,******,t,115,82,33,0
52166119,******,f,3,0,3,0
51740771,******,t,115,82,33,0
51741291,******,t,115,82,33,0
51741861,******,t,115,82,33,0
51742187,******,f,1,1,0,0
52172733,******,f,18,11,7,0
52178867,******,f,4,4,0,0
51742237,******,t,115,82,33,0
51742777,******,t,115,82,33,0
51745261,VT-3483,t,18,18,0,0
52180104,******,f,3,3,0,0
51749671,******,t,1,0,1,0
52180228,VT-12343,t,40,40,0,0
52188266,******,f,7,5,2,0
51750413,******,f,1,1,0,0
52188992,******,f,1,0,1,0
51752669,******,f,1,0,1,0
52202879,******,f,1,0,1,0
52204695,******,f,2,2,0,0
51757206,******,f,1,1,0,0
52212064,VT REGISTRADA,t,1,1,0,0
52213338,******,f,3,0,3,0
52219197,******,t,7,7,0,0
51757786,******,t,115,82,33,0
51758534,******,t,237,237,0,0
51758714,******,t,115,82,33,0
52219491,******,t,7,7,0,0
52221522,******,t,4,4,0,0
51759127,******,t,115,82,33,0
51759520,******,t,115,82,33,0
51761212,******,t,2,2,0,0
52221901,******,t,1,1,0,0
52222181,******,f,1,1,0,0
52231481,******,t,7,0,7,0
52233837,******,t,6,6,0,0
52237012,******,t,1,0,1,0
52230971,******,t,247,247,0,0
52237418,******,f,1,1,0,0
52383782,******,t,1,0,1,0
52386268,******,f,2,0,2,0
52244991,******,f,24,0,24,0
52388713,******,f,2,0,2,0
52402632,******,f,6,6,0,0
52403116,******,f,1,1,0,0
52245130,******,f,6,0,6,0
52250229,500.2019.10519,t,291,291,0,0
52404696,******,t,1,1,0,0
52405233,******,t,4,4,0,0
52250230,VT-884,f,291,291,0,0
52250233,VT-5341,t,291,291,0,0
52250236,VT-5101,t,291,291,0,0
52250238,VT-5099,t,291,291,0,0
52250250,VT-1737,t,291,291,0,0
52250253,VT-12071,t,291,291,0,0
52250265,******,t,291,291,0,0
52250269,500.2019.10519,t,291,291,0,0
52250273,500.2019.10519,t,291,291,0,0
52250278,VT-5278,t,291,291,0,0
52250279,VT-5344,t,291,291,0,0
52250280,VT-5102,t,291,291,0,0
52250281,VT-5280,t,291,291,0,0
52250344,******,t,2,0,2,0
52250645,******,f,1,1,0,0
52414977,******,f,1,1,0,0
52416211,******,f,3,3,0,0
52416278,******,f,19,19,0,0
52254195,******,t,247,247,0,0
52419651,******,f,1,1,0,0
52421322,******,f,2,2,0,0
52424418,******,f,1,0,1,0
52429729,VT-90876,f,89,89,0,0
52432862,******,f,5,5,0,0
52256215,******,f,1,1,0,0
52437978,******,t,4,4,0,0
52439261,******,f,2,0,2,0
52256941,******,t,1,1,0,0
52440161,******,t,1,1,0,0
52257413,******,f,1,0,1,0
52440350,******,f,1,0,1,0
52259932,******,t,1,1,0,0
52441344,******,f,2,2,0,0
52444926,******,f,2,0,2,0
52264409,******,f,6,0,6,0
52447568,******,f,1,0,1,0
52270901,******,t,34,34,0,0
52447755,******,f,1,1,0,0
52272026,******,t,12,12,0,0
52453070,******,t,2,0,2,0
52272867,******,f,1,1,0,0
52453228,******,f,1,0,1,0
52274444,******,f,1,1,0,0
52454350,******,f,7,0,7,0
52454374,******,f,1,0,1,0
52278415,******,f,2,0,2,0
52463069,******,f,1,0,1,0
52463958,******,f,4,0,4,0
52284225,******,f,1,0,1,0
52465467,******,t,1,1,0,0
52467954,******,f,2,2,0,0
52284439,******,t,4,4,0,0
52468773,******,t,18,17,1,0
52482920,******,t,7,0,7,0
52483003,******,t,7,0,7,0
52501948,******,t,73,73,0,0
52503132,******,t,8,8,0,0
52291649,******,f,1,0,1,0
52504852,******,f,6,6,0,0
52505141,TRAMITE,t,5,5,0,0
52505142,EN TRAMITE,t,5,5,0,0
52294997,******,t,237,237,0,0
52296813,******,t,237,237,0,0
52297449,******,t,237,237,0,0
52297849,******,t,1,1,0,0
52508390,******,f,12,12,0,0
52297896,******,t,237,237,0,0
52298262,******,t,25,25,0,0
52510344,******,f,1,1,0,0
52299005,******,f,2,0,2,0
52510451,******,f,11,11,0,0
52302607,******,t,1,1,0,0
52512450,******,f,1,1,0,0
52302632,******,f,1,0,1,0
52314351,******,f,23,7,16,0
52314554,******,f,23,7,16,0
52514605,******,f,5,0,5,0
52523340,******,t,247,247,0,0
52314926,VT REGISTRADA,t,9,9,0,0
52315042,******,f,2,0,2,0
52315133,VT REGISTRADA,t,9,9,0,0
52315398,B-16524639,f,7,0,7,0
52523393,******,t,5,1,4,0
52315546,B-16524639,f,7,0,7,0
52523544,******,t,9,9,0,0
52315750,******,f,1,0,1,0
52318037,B-16524639,f,7,0,7,0
52318055,B-16524639,f,7,0,7,0
52318074,B-16524639,f,7,0,7,0
52318104,B-16524639,f,7,0,7,0
52523631,******,t,13,1,12,0
52523719,******,t,11,11,0,0
52524264,******,t,10,0,3,7
52524335,******,t,3,3,0,0
52318140,B-16524639,f,7,0,7,0
52320286,******,f,6,6,0,0
52323014,******,f,5,4,1,0
52323294,******,f,2,2,0,0
52529831,******,f,1,0,1,0
52323582,******,f,2,2,0,0
52324831,******,f,1,0,1,0
52530945,******,t,2,0,2,0
52544691,VT-10197,t,116,116,0,0
52329991,VT-11608,t,291,291,0,0
52329993,******,t,291,291,0,0
52330658,VT-5103,t,291,291,0,0
52331430,******,t,6,0,3,3
52547327,******,f,6,2,4,0
52549950,******,f,14,14,0,0
52332556,******,t,12,12,0,0
52334961,******,f,1,0,1,0
52550563,******,f,1,1,0,0
52335283,******,f,12,12,0,0
52345541,******,f,1,1,0,0
52559824,******,t,1,1,0,0
52559924,******,f,3,3,0,0
52560176,******,t,5,5,0,0
52357231,******,t,89,89,0,0
52357364,******,t,3,3,0,0
52561095,******,t,1,0,1,0
52357469,******,f,11,11,0,0
52357619,******,f,1,1,0,0
52565330,******,t,62,62,0,0
52358938,******,t,18,17,1,0
52575671,******,f,1,1,0,0
52359810,******,t,1,1,0,0
52361630,******,f,1,1,0,0
52596516,******,f,1,1,0,0
52598621,******,t,4,0,4,0
52604679,******,t,3,3,0,0
52361682,******,t,11,11,0,0
52361850,******,t,11,11,0,0
52361968,******,t,11,11,0,0
52363321,******,f,2,0,2,0
52605031,******,f,1,0,1,0
52607370,******,t,73,73,0,0
52365640,******,f,2,0,2,0
52609754,******,f,3,0,3,0
52610980,******,t,89,89,0,0
52365783,******,f,1,0,1,0
52368996,VT-2147,f,1,1,0,0
52612163,******,t,2,0,2,0
52376961,******,t,38,38,0,0
52378346,******,t,11,11,0,0
52613889,******,f,1,0,1,0
52616535,******,t,247,247,0,0
52378378,******,t,11,11,0,0
52379392,******,t,24,24,0,0
52624573,******,f,47,47,0,0
52382148,******,f,2,0,2,0
52626391,******,f,1,1,0,0
52627012,******,f,1,1,0,0
52669702,******,t,1,1,0,0
52672764,******,f,22,22,0,0
52630990,******,f,2,1,1,0
52676436,******,f,3,0,3,0
52677588,59/192025.9/21,t,1,1,0,0
52639673,******,f,3,3,0,0
52680451,******,f,47,47,0,0
52681107,******,f,1,0,1,0
52642643,******,t,1,0,1,0
52644017,******,t,73,73,0,0
52686852,******,f,1,1,0,0
52647184,******,t,1,1,0,0
52650050,******,t,3,3,0,0
52651940,******,t,2,0,2,0
52654852,******,f,1,0,1,0
52655280,******,t,5,5,0,0
52662839,******,t,237,237,0,0
52687921,******,t,1,0,1,0
52689002,******,f,12,12,0,0
52663382,VT7202,f,31,31,0,0
52663669,******,t,73,73,0,0
52664370,******,t,73,73,0,0
52695342,******,f,2,0,2,0
52666825,77777,t,1,1,0,0
52669185,******,f,8,8,0,0
52697276,******,t,7,7,0,0
52715140,******,t,18,18,0,0
52715670,******,f,3,3,0,0
52901469,******,f,1,1,0,0
52716217,******,t,1,0,1,0
52902155,******,t,3,3,0,0
52910590,VT-13369,f,4,4,0,0
52911198,******,t,5,1,4,0
52911399,******,f,22,22,0,0
52912780,******,f,5,0,5,0
52716448,******,f,1,0,1,0
52913593,******,f,1,0,1,0
52916791,******,f,5,0,5,0
52717111,******,f,4,1,3,0
52717665,******,t,89,89,0,0
52917615,******,f,5,0,5,0
52717672,******,t,4,4,0,0
52718121,******,t,89,89,0,0
52718270,******,t,7,7,0,0
52720043,******,f,1,1,0,0
52917979,******,t,1,0,1,0
52920130,******,f,2,2,0,0
52728535,******,t,5,1,4,0
52731484,******,f,1,1,0,0
52920204,******,t,7,0,7,0
52920631,******,t,7,0,7,0
52920863,******,t,7,0,7,0
52735095,******,t,3,0,3,0
52736507,vt-2864,f,3,3,0,0
52921013,******,t,7,0,7,0
52921250,******,t,7,0,7,0
52748774,******,f,1,0,1,0
52930103,******,t,1,1,0,0
52753486,******,t,2,2,0,0
52764070,******,t,1,1,0,0
52933121,******,t,2,1,1,0
52764315,******,f,1,1,0,0
52943949,******,t,62,62,0,0
52948062,VT-11627,f,1,1,0,0
52953127,******,f,4,1,3,0
52772179,******,t,5,0,5,0
52953292,VT11072,t,1,1,0,0
52962541,******,t,1,1,0,0
52964504,******,t,24,24,0,0
52965239,******,t,24,24,0,0
52965574,******,t,24,24,0,0
52965971,******,t,24,24,0,0
52980394,VT3014,t,19,18,1,0
52774856,******,t,4,4,0,0
52987362,******,f,11,11,0,0
52776094,******,t,3,2,1,0
52997669,******,f,3,3,0,0
52776909,******,f,1,0,1,0
52999574,AM1324,t,3,3,0,0
52999635,******,t,23,23,0,0
52999915,500/2020/06137,f,2,2,0,0
52786549,VT-13369,f,4,4,0,0
52788681,******,f,1,1,0,0
53003122,******,f,2,0,2,0
53005092,******,f,2,2,0,0
53005506,******,t,1,1,0,0
53011953,vt-6696,f,4,4,0,0
53018100,******,f,1,1,0,0
52789562,******,f,1,1,0,0
53018750,******,t,101,101,0,0
52789948,******,t,3,3,0,0
52790649,******,f,3,2,1,0
53022995,******,t,40,40,0,0
53024915,******,t,40,40,0,0
52791200,VT-3603,t,38,38,0,0
52791980,VT-,t,116,116,0,0
53025786,******,f,4,1,3,0
53035554,******,t,5,0,5,0
52795407,VT-3603,t,38,38,0,0
52798761,******,t,7,7,0,0
52803846,******,f,47,47,0,0
53036839,******,f,3,0,3,0
52807031,******,f,1,0,1,0
52813139,******,f,1,0,1,0
53037060,******,t,1,1,0,0
52813531,******,f,1,0,1,0
53037612,******,t,23,23,0,0
53038129,******,f,2,2,0,0
52814137,******,t,2,2,0,0
53038550,******,t,1,0,1,0
52819157,******,f,1,0,1,0
53042605,49/221887.9/20,t,12,12,0,0
53043869,******,t,1,0,1,0
52819221,******,f,3,0,3,0
53046283,******,f,44,44,0,0
53047193,******,f,47,47,0,0
52819352,******,f,1,1,0,0
52822366,******,f,3,0,2,1
53053979,******,f,2,2,0,0
53055125,******,f,1,1,0,0
53055878,******,f,3,3,0,0
53056104,******,f,10,10,0,0
52822718,******,f,3,0,2,1
52823242,******,f,3,0,2,1
53056450,******,f,25,22,3,0
52824501,******,f,3,1,2,0
53058202,******,t,12,12,0,0
53058511,49/221887.9/20,t,12,12,0,0
52826691,******,f,4,3,1,0
53063659,******,f,2,0,2,0
53072198,******,f,6,6,0,0
52831029,******,f,1,1,0,0
53072951,******,t,18,18,0,0
53074341,******,f,44,44,0,0
52836407,VT-6595,f,17,17,0,0
52838198,******,t,7,3,4,0
53087109,******,t,89,89,0,0
53087550,******,f,5,5,0,0
53090569,******,t,11,11,0,0
52851036,******,f,1,0,1,0
53101250,******,f,1,0,1,0
53101510,******,f,1,0,1,0
53104994,******,f,2,2,0,0
52853598,******,t,62,62,0,0
53106911,******,t,2,2,0,0
52853953,******,f,3,3,0,0
53106972,VT-3486,t,18,18,0,0
52861835,******,t,14,14,0,0
53110428,******,f,2,2,0,0
52862883,******,t,17,17,0,0
52869821,******,f,3,3,0,0
52870601,******,t,25,4,8,13
53119136,******,f,2,0,2,0
53119775,******,f,4,3,1,0
53119936,******,t,3,3,0,0
52871265,******,f,1,1,0,0
53120002,******,f,5,5,0,0
52871976,******,t,3,3,0,0
52872598,******,t,1,1,0,0
53121964,******,f,47,47,0,0
52874807,******,t,15,15,0,0
52876433,******,t,2,2,0,0
53122327,******,f,3,3,0,0
53125157,******,t,237,237,0,0
53125328,******,t,237,237,0,0
53125354,******,f,6,6,0,0
53125389,******,t,237,237,0,0
53125718,******,t,237,237,0,0
53125897,******,t,237,237,0,0
53125951,******,t,237,237,0,0
53126020,******,t,237,237,0,0
53126120,******,t,237,237,0,0
53126162,******,t,237,237,0,0
53126215,******,t,237,237,0,0
52876734,******,f,2,0,2,0
