id,property_type,room_type,host_id,bedroom,beds,bathroom
153798,Entire rental unit,Entire home/apt,739627,2.0,9.0,1 bath
427407,Entire rental unit,Entire home/apt,2106353,1.0,2.0,1.5 baths
163429,Entire loft,Entire home/apt,780107,1.0,2.0,1 bath
429306,Entire condo,Entire home/apt,2134007,2.0,4.0,2 baths
167183,Private room in chalet,Private room,796746,1.0,1.0,1 private bath
170750,Entire rental unit,Entire home/apt,814490,2.0,4.0,1 bath
429604,Entire rental unit,Entire home/apt,2106353,1.0,2.0,1.5 baths
177523,Entire rental unit,Entire home/apt,596469,1.0,1.0,1 bath
196197,Entire rental unit,Entire home/apt,852616,1.0,1.0,1 bath
434107,Entire rental unit,Entire home/apt,2157770,2.0,3.0,1 bath
199201,Private room in rental unit,Private room,749212,1.0,1.0,1 private bath
439715,Entire rental unit,Entire home/apt,2184106,1.0,1.0,1 bath
449218,Entire rental unit,Entire home/apt,2230279,1.0,1.0,1 bath
200828,Entire rental unit,Entire home/apt,75944,2.0,7.0,1 bath
204570,Entire rental unit,Entire home/apt,1004721,2.0,2.0,2 baths
451174,Private room in casa particular,Private room,2240898,1.0,1.0,1.5 baths
456165,Private room in guest suite,Private room,617086,1.0,1.0,1 shared bath
459303,Entire rental unit,Entire home/apt,1408525,1.0,1.0,1 bath
205199,Entire condo,Entire home/apt,1008659,1.0,1.0,1 bath
459362,Entire rental unit,Entire home/apt,1408525,1.0,1.0,1 bath
208504,Entire rental unit,Entire home/apt,1014005,1.0,1.0,1 bath
460898,Private room in rental unit,Private room,2290984,3.0,3.0,2 shared baths
209373,Private room in rental unit,Private room,1031664,1.0,1.0,1 shared bath
462072,Entire rental unit,Entire home/apt,2296476,2.0,4.0,1 bath
211444,Private room in rental unit,Private room,1090760,1.0,1.0,1 private bath
217674,Entire rental unit,Entire home/apt,1732442,2.0,6.0,1 bath
463246,Entire rental unit,Entire home/apt,2302267,1.0,1.0,1 bath
219303,Private room in rental unit,Private room,499977,3.0,2.0,2 baths
468202,Entire rental unit,Entire home/apt,2322563,1.0,1.0,1.5 baths
469231,Entire rental unit,Entire home/apt,1408525,1.0,1.0,1 bath
225462,Private room in rental unit,Private room,1174648,1.0,1.0,Shared half-bath
225489,Private room in rental unit,Private room,1172225,1.0,1.0,1 shared bath
229664,Entire rental unit,Entire home/apt,1130651,1.0,2.0,Half-bath
470132,Entire rental unit,Entire home/apt,2332600,1.0,2.0,1 bath
471198,Entire rental unit,Entire home/apt,1408525,1.0,1.0,1 bath
471328,Entire rental unit,Entire home/apt,1408525,1.0,1.0,1 bath
231861,Private room in rental unit,Private room,1212528,1.0,1.0,1 shared bath
250858,Private room in rental unit,Private room,630482,1.0,1.0,0 baths
473112,Entire rental unit,Entire home/apt,2346162,3.0,3.0,2 baths
256004,Entire rental unit,Entire home/apt,1732442,3.0,8.0,1 bath
479718,Private room in rental unit,Private room,2376402,1.0,1.0,2 shared baths
482122,Entire rental unit,Entire home/apt,1408525,1.0,1.0,1 bath
260656,Entire rental unit,Entire home/apt,1367452,1.0,1.0,1 bath
491070,Entire rental unit,Entire home/apt,2427722,1.0,1.0,1 bath
260951,Entire loft,Entire home/apt,1351865,4.0,4.0,1.5 baths
261878,Entire loft,Entire home/apt,1373873,1.0,1.0,1 bath
263748,Entire loft,Entire home/apt,1351865,2.0,2.0,1 bath
497706,Entire loft,Entire home/apt,2456671,1.0,2.0,1 bath
499911,Entire rental unit,Entire home/apt,2467212,2.0,4.0,1 bath
502918,Private room in rental unit,Private room,2480913,1.0,1.0,1 shared bath
268275,Entire rental unit,Entire home/apt,1406073,1.0,3.0,1 bath
506956,Entire rental unit,Entire home/apt,1932547,2.0,3.0,1 bath
272279,Entire rental unit,Entire home/apt,1425071,1.0,1.0,1 bath
280733,Entire serviced apartment,Entire home/apt,596469,1.0,2.0,1 bath
507614,Entire rental unit,Entire home/apt,2501740,2.0,2.0,1.5 baths
281224,Entire rental unit,Entire home/apt,1466005,1.0,2.0,1 bath
510973,Private room in rental unit,Private room,2517520,3.0,3.0,2 shared baths
514917,Private room in rental unit,Private room,83531,1.0,1.0,1 shared bath
287660,Private room in rental unit,Private room,1496188,1.0,2.0,1 bath
289555,Private room in rental unit,Private room,901218,1.0,2.0,1 private bath
515008,Private room in rental unit,Private room,2536524,1.0,1.0,1.5 shared baths
518208,Private room in rental unit,Private room,2536524,1.0,2.0,1.5 shared baths
294520,Private room in rental unit,Private room,1522694,1.0,3.0,1 shared bath
518511,Private room in rental unit,Private room,1150912,1.0,2.0,1 bath
521329,Private room in rental unit,Private room,2563986,1.0,1.0,1 shared bath
294529,Private room in rental unit,Private room,1522694,1.0,1.0,1 shared bath
521367,Entire rental unit,Entire home/apt,2564339,1.0,2.0,1 bath
297017,Entire rental unit,Entire home/apt,4677030,1.0,2.0,1 bath
522563,Entire rental unit,Entire home/apt,1652272,2.0,2.0,1.5 baths
310333,Entire rental unit,Entire home/apt,1596220,2.0,4.0,1 bath
560941,Entire rental unit,Entire home/apt,596469,1.0,1.0,1 bath
524003,Private room in rental unit,Private room,2576044,1.0,1.0,1 private bath
526162,Private room in rental unit,Private room,2249249,1.0,1.0,1 shared bath
526513,Entire rental unit,Entire home/apt,1134989,2.0,4.0,1 bath
531677,Private room in rental unit,Private room,2613319,1.0,1.0,1 shared bath
536574,Entire home,Entire home/apt,447969,5.0,9.0,1 bath
537234,Private room in rental unit,Private room,2638528,1.0,1.0,1.5 baths
565152,Entire rental unit,Entire home/apt,2779192,2.0,2.0,1 bath
540937,Entire rental unit,Entire home/apt,2659070,1.0,1.0,1 bath
566241,Entire rental unit,Entire home/apt,2785251,1.0,2.0,1 bath
541406,Entire home,Entire home/apt,2661721,4.0,1.0,1 bath
568190,Private room in rental unit,Private room,2795931,1.0,1.0,1 bath
544736,Private room in rental unit,Private room,1284868,1.0,1.0,1 shared bath
545174,Entire rental unit,Entire home/apt,2680319,2.0,1.0,1 bath
570158,Private room in rental unit,Private room,2347489,2.0,1.0,1 shared bath
548995,Entire rental unit,Entire home/apt,2673517,2.0,3.0,1 bath
572048,Private room in rental unit,Private room,1689652,1.0,1.0,2 baths
552183,Private room in rental unit,Private room,2713304,1.0,1.0,1 shared bath
576487,Entire home,Entire home/apt,2312712,2.0,6.0,1 bath
751527,Entire rental unit,Entire home/apt,3951702,4.0,6.0,2.5 baths
578731,Entire rental unit,Entire home/apt,2847013,2.0,3.0,1 bath
751530,Entire rental unit,Entire home/apt,3898452,1.0,2.0,1 bath
752424,Entire rental unit,Entire home/apt,216570,2.0,3.0,1 bath
588382,Entire home,Entire home/apt,2902269,2.0,3.0,2 baths
588518,Entire loft,Entire home/apt,2267893,1.0,1.0,1 bath
752515,Entire rental unit,Entire home/apt,3438657,1.0,1.0,1 bath
590710,Private room in condo,Private room,2913511,1.0,1.0,1 private bath
752883,Private room in rental unit,Private room,3960415,1.0,1.0,1 shared bath
754678,Entire rental unit,Entire home/apt,3961468,3.0,5.0,2 baths
595055,Private room in rental unit,Private room,2940355,1.0,1.0,2 shared baths
755587,Entire rental unit,Entire home/apt,3898452,1.0,2.0,1 bath
598771,Entire rental unit,Entire home/apt,2678039,1.0,1.0,1 bath
756707,Entire rental unit,Entire home/apt,3983613,1.0,2.0,1 bath
758670,Private room in rental unit,Private room,2536524,1.0,1.0,1.5 baths
760482,Entire rental unit,Entire home/apt,4008643,3.0,5.0,2 baths
599134,Entire condo,Entire home/apt,1567773,1.0,1.0,1 bath
761098,Entire serviced apartment,Entire home/apt,4012305,1.0,1.0,1 bath
761159,Entire rental unit,Entire home/apt,4012290,1.0,2.0,1 bath
599885,Private room in rental unit,Private room,2214378,1.0,1.0,1 shared bath
763214,Entire rental unit,Entire home/apt,4032439,1.0,2.0,1 bath
604150,Entire rental unit,Entire home/apt,2990747,1.0,2.0,1 bath
766160,Entire rental unit,Entire home/apt,4036376,1.0,1.0,1 bath
768311,Entire loft,Entire home/apt,4053105,1.0,2.0,1 bath
604632,Private room in rental unit,Private room,2993477,1.0,2.0,1 bath
772646,Entire rental unit,Entire home/apt,3606346,1.0,1.0,1 bath
777913,Entire rental unit,Entire home/apt,124972,2.0,2.0,1 bath
605339,Private room in home,Private room,2783896,1.0,1.0,1 shared bath
607548,Private room in rental unit,Private room,3010452,1.0,3.0,1 bath
779960,Entire rental unit,Entire home/apt,4112877,1.0,1.0,1 bath
780397,Entire rental unit,Entire home/apt,4068975,3.0,6.0,2 baths
608742,Entire rental unit,Entire home/apt,3017315,1.0,2.0,1 bath
780684,Private room in rental unit,Private room,2057313,1.0,2.0,1.5 shared baths
610675,Entire rental unit,Entire home/apt,2174652,1.0,2.0,1 bath
780743,Private room in rental unit,Private room,2057313,1.0,1.0,1.5 shared baths
616027,Private room in rental unit,Private room,3053021,1.0,1.0,1 shared bath
781012,Private room in rental unit,Private room,4118311,1.0,1.0,1 shared bath
618576,Entire rental unit,Entire home/apt,3017315,1.0,2.0,1 bath
625566,Entire home,Entire home/apt,2773350,1.0,1.0,2 baths
628394,Entire rental unit,Entire home/apt,3121587,4.0,4.0,2 baths
783647,Private room in rental unit,Private room,4132185,1.0,1.0,1 shared bath
793618,Entire rental unit,Entire home/apt,23603298,3.0,5.0,3.5 baths
631737,Entire condo,Entire home/apt,3141727,2.0,4.0,2 baths
793622,Entire rental unit,Entire home/apt,4181071,1.0,1.0,1 bath
795877,Entire rental unit,Entire home/apt,4192385,1.0,1.0,1 bath
643471,Private room in rental unit,Private room,3290138,1.0,4.0,2 shared baths
797030,Entire rental unit,Entire home/apt,4198169,2.0,2.0,2 baths
644656,Private room in rental unit,Private room,3226403,1.0,1.0,1 shared bath
804681,Private room in home,Private room,4235741,4.0,1.0,2 shared baths
814586,Entire rental unit,Entire home/apt,4277536,2.0,2.0,1 bath
655514,Private room in rental unit,Private room,3226403,1.0,2.0,1 shared bath
814647,Private room in home,Private room,4159117,1.0,1.0,1 bath
659887,Private room in rental unit,Private room,3329487,2.0,4.0,1 shared bath
663761,Private room in home,Private room,3352121,1.0,2.0,1 bath
668753,Private room in rental unit,Private room,3385307,1.0,1.0,1 private bath
814731,Shared room in hut,Shared room,4280501,1.0,2.0,1 shared bath
676566,Entire rental unit,Entire home/apt,3317937,2.0,3.0,1 bath
814870,Private room in rental unit,Private room,4281126,1.0,1.0,2 shared baths
683208,Entire rental unit,Entire home/apt,9228673,4.0,4.0,3 baths
683969,Entire rental unit,Entire home/apt,3487329,2.0,1.0,1 bath
815818,Entire rental unit,Entire home/apt,4286142,1.0,1.0,1 bath
684564,Entire rental unit,Entire home/apt,1941314,1.0,2.0,1 bath
685152,Entire home,Entire home/apt,3494012,4.0,12.0,3 baths
817184,Entire rental unit,Entire home/apt,4292037,2.0,2.0,1 bath
817848,Entire rental unit,Entire home/apt,4295642,1.0,1.0,1 bath
688795,Entire rental unit,Entire home/apt,1732442,2.0,6.0,2 baths
819738,Entire rental unit,Entire home/apt,723539,2.0,4.0,2 baths
689099,Private room in rental unit,Private room,3357259,1.0,1.0,2 baths
821860,Private room in rental unit,Private room,4280501,1.0,1.0,1 private bath
823321,Entire rental unit,Entire home/apt,4305310,1.0,2.0,1 bath
691344,Private room in rental unit,Private room,655088,1.0,1.0,1 shared bath
832102,Entire rental unit,Entire home/apt,4356259,1.0,2.0,1 bath
833871,Entire rental unit,Entire home/apt,4292037,1.0,2.0,1 bath
692358,Entire rental unit,Entire home/apt,3540348,3.0,4.0,2 baths
694867,Entire rental unit,Entire home/apt,3540348,3.0,3.0,1 bath
834562,Entire rental unit,Entire home/apt,4365768,4.0,7.0,2.5 baths
695909,Entire rental unit,Entire home/apt,3021792,3.0,4.0,1 bath
697858,Private room in rental unit,Private room,3571619,1.0,1.0,1 shared bath
704155,Entire loft,Entire home/apt,3606346,1.0,1.0,1 bath
834675,Private room in rental unit,Private room,4190662,1.0,2.0,1.5 baths
708275,Entire loft,Entire home/apt,2785251,1.0,2.0,1 bath
709208,Entire rental unit,Entire home/apt,3648882,1.0,1.0,1.5 baths
835333,Entire loft,Entire home/apt,153391,1.0,1.0,1 bath
838698,Private room in rental unit,Private room,4281126,1.0,2.0,2 shared baths
838712,Private room in rental unit,Private room,4281126,1.0,1.0,2 baths
840561,Entire rental unit,Entire home/apt,4279976,1.0,1.0,1 bath
710156,Private room in rental unit,Private room,3654886,1.0,2.0,1 shared bath
716232,Entire rental unit,Entire home/apt,2747005,2.0,3.0,2 baths
842078,Entire rental unit,Entire home/apt,4396676,1.0,2.0,1 bath
844856,Entire rental unit,Entire home/apt,4410687,1.0,1.0,1 bath
716292,Entire rental unit,Entire home/apt,3691303,1.0,4.0,1 bath
846558,Private room in rental unit,Private room,2489796,1.0,1.0,1 shared bath
847273,Entire rental unit,Entire home/apt,4424222,4.0,4.0,2 baths
717313,Entire rental unit,Entire home/apt,3698406,1.0,1.0,2 baths
851311,Entire rental unit,Entire home/apt,4424070,1.0,1.0,1 bath
721057,Entire rental unit,Entire home/apt,1954334,2.0,2.0,1 bath
853804,Entire rental unit,Entire home/apt,4247556,1.0,1.0,1 bath
862462,Entire rental unit,Entire home/apt,2456671,1.0,2.0,1 bath
862752,Private room in rental unit,Private room,4522970,1.0,1.0,1 private bath
864488,Entire rental unit,Entire home/apt,3631892,1.0,2.0,1 bath
867629,Private room in rental unit,Private room,2419618,1.0,1.0,2 shared baths
721377,Entire loft,Entire home/apt,3724500,1.0,1.0,1 bath
869674,Entire home,Entire home/apt,4582755,2.0,1.0,1 bath
871387,Entire loft,Entire home/apt,4504807,1.0,2.0,1 bath
723088,Entire rental unit,Entire home/apt,2555202,2.0,3.0,2 baths
874029,Private room in rental unit,Private room,4603165,1.0,2.0,1 private bath
874641,Entire rental unit,Entire home/apt,4617027,1.0,2.0,1 bath
883527,Entire rental unit,Entire home/apt,4677458,1.0,1.0,1 bath
724700,Entire rental unit,Entire home/apt,3746437,1.0,2.0,1 bath
727588,Entire rental unit,Entire home/apt,498646,2.0,2.0,1 bath
884856,Private room in rental unit,Private room,4684397,1.0,1.0,1.5 shared baths
886019,Entire rental unit,Entire home/apt,4697070,3.0,6.0,1.5 baths
728978,Entire loft,Entire home/apt,1566057,1.0,2.0,1 bath
888289,Entire rental unit,Entire home/apt,4710774,1.0,1.0,1 bath
730347,Entire serviced apartment,Entire home/apt,3797913,2.0,5.0,2 baths
730502,Entire rental unit,Entire home/apt,3797913,2.0,4.0,2 baths
891946,Entire rental unit,Entire home/apt,4739098,1.0,1.0,1 bath
733365,Private room in home,Private room,3821608,1.0,1.0,1 shared bath
892453,Private room in home,Private room,2783896,1.0,1.0,1 bath
734053,Private room in home,Private room,3825783,1.0,1.0,1 bath
893195,Entire serviced apartment,Entire home/apt,4735460,1.0,2.0,1 bath
738837,Entire rental unit,Entire home/apt,3771869,1.0,2.0,1 bath
745664,Private room in rental unit,Private room,3591751,1.0,2.0,1 shared bath
747873,Entire rental unit,Entire home/apt,1625657,1.0,1.0,1 bath
896209,Entire condo,Entire home/apt,4777959,1.0,4.0,1 bath
901897,Entire rental unit,Entire home/apt,1331093,2.0,2.0,2 baths
903707,Entire rental unit,Entire home/apt,4831338,2.0,2.0,1 bath
748854,Private room in bed and breakfast,Private room,1888816,1.0,1.0,1.5 shared baths
749957,Entire rental unit,Entire home/apt,124972,1.0,1.0,1 bath
991697,Entire loft,Entire home/apt,4209735,1.0,1.0,1 bath
904741,Entire rental unit,Entire home/apt,4839888,2.0,3.0,1 bath
904769,Entire rental unit,Entire home/apt,4839888,1.0,1.0,1 bath
1001254,Entire rental unit,Entire home/apt,2883346,3.0,3.0,2.5 baths
904775,Entire rental unit,Entire home/apt,4839888,2.0,3.0,2 baths
1003602,Entire rental unit,Entire home/apt,1130651,1.0,2.0,1 bath
1007532,Entire rental unit,Entire home/apt,5542111,2.0,2.0,1 bath
907386,Entire rental unit,Entire home/apt,4860266,1.0,2.0,1.5 baths
1011033,Private room in rental unit,Private room,5561312,1.0,2.0,1.5 baths
1026242,Private room in home,Private room,5649948,1.0,2.0,1 bath
1037715,Entire rental unit,Entire home/apt,5712665,1.0,2.0,1 bath
1038867,Entire rental unit,Entire home/apt,5719307,1.0,1.0,1 bath
912617,Private room in rental unit,Private room,4897332,1.0,1.0,1 shared bath
913536,Private room in rental unit,Private room,4903694,1.0,1.0,1 bath
1039454,Entire rental unit,Entire home/apt,4967875,1.0,3.0,1 bath
914057,Private room in rental unit,Private room,4905854,1.0,2.0,1 private bath
1044902,Private room in home,Private room,5751753,1.0,14.0,1 bath
922397,Entire rental unit,Entire home/apt,4651429,1.0,2.0,1 bath
1050948,Private room in rental unit,Private room,5785483,1.0,2.0,1 shared bath
923140,Entire rental unit,Entire home/apt,1574604,2.0,2.0,1 bath
923645,Entire rental unit,Entire home/apt,4967875,1.0,3.0,1 bath
925250,Private room in rental unit,Private room,4975799,1.0,1.0,1 private bath
925339,Entire loft,Entire home/apt,4977367,2.0,3.0,1 bath
1052457,Entire rental unit,Entire home/apt,5795235,1.0,1.0,1 bath
1053180,Entire rental unit,Entire home/apt,5798033,2.0,4.0,1 bath
926653,Entire loft,Entire home/apt,2864064,1.0,2.0,1 bath
1053662,Private room in rental unit,Private room,5801580,1.0,1.0,1 private bath
933326,Entire rental unit,Entire home/apt,153695733,2.0,3.0,1 bath
938410,Entire rental unit,Entire home/apt,9228673,2.0,4.0,2 baths
1055724,Private room in rental unit,Private room,5814460,1.0,1.0,2 baths
940649,Entire rental unit,Entire home/apt,5084073,2.0,3.0,1.5 baths
948141,Entire rental unit,Entire home/apt,4722486,1.0,2.0,1 bath
1057560,Entire rental unit,Entire home/apt,5824815,3.0,5.0,2 baths
1059084,Entire rental unit,Entire home/apt,5831420,1.0,1.0,1 bath
948963,Private room in home,Private room,2783896,1.0,1.0,1 bath
958020,Entire rental unit,Entire home/apt,5211661,1.0,1.0,1 bath
1065075,Private room in rental unit,Private room,5735364,1.0,1.0,1.5 baths
1065714,Entire rental unit,Entire home/apt,5542111,2.0,2.0,1 bath
961181,Entire rental unit,Entire home/apt,5234573,1.0,2.0,1 bath
1065918,Entire rental unit,Entire home/apt,5542111,1.0,2.0,1 bath
1067941,Entire home,Entire home/apt,5876034,2.0,2.0,2 baths
970890,Shared room in rental unit,Shared room,6363695,1.0,2.0,1 shared bath
1069174,Entire rental unit,Entire home/apt,5896428,1.0,1.0,1 bath
977261,Private room in rental unit,Private room,5347216,1.0,1.0,2 shared baths
979312,Private room in rental unit,Private room,5360317,1.0,1.0,1 bath
1075749,Entire rental unit,Entire home/apt,5918751,2.0,5.0,1 bath
981016,Entire rental unit,Entire home/apt,534128,2.0,3.0,1 bath
981368,Entire rental unit,Entire home/apt,534128,1.0,2.0,1 bath
981369,Entire serviced apartment,Entire home/apt,534128,2.0,3.0,2 baths
982997,Entire loft,Entire home/apt,5386426,1.0,2.0,1 bath
1079119,Entire rental unit,Entire home/apt,19639638,1.0,2.0,1 bath
983019,Private room in rental unit,Private room,5386601,1.0,1.0,1 shared bath
1079722,Private room in rental unit,Private room,5785483,1.0,1.0,1 private bath
1082218,Entire rental unit,Entire home/apt,5950981,1.0,1.0,1 bath
983410,Entire rental unit,Entire home/apt,5389129,1.0,1.0,1 bath
989063,Entire home,Entire home/apt,3585435,3.0,1.0,2 baths
1227155,Private room in rental unit,Private room,6693661,1.0,1.0,1 shared bath
1082942,Entire rental unit,Entire home/apt,2228918,1.0,3.0,1 bath
1228138,Entire rental unit,Entire home/apt,1130651,1.0,2.0,1 bath
1085217,Private room in rental unit,Private room,3612732,1.0,1.0,1 shared bath
1230570,Entire rental unit,Entire home/apt,6598518,1.0,3.0,1 bath
1234836,Entire rental unit,Entire home/apt,5542111,1.0,2.0,1 bath
1085898,Entire rental unit,Entire home/apt,2044655,1.0,2.0,1 bath
1086124,Entire rental unit,Entire home/apt,2044655,1.0,2.0,1 bath
1087049,Entire rental unit,Entire home/apt,2044655,3.0,4.0,2 baths
1248292,Entire rental unit,Entire home/apt,6566447,1.0,1.0,1 bath
1251520,Private room in rental unit,Private room,6818751,1.0,1.0,2 baths
1254418,Entire rental unit,Entire home/apt,6832983,1.0,1.0,1 bath
1090988,Private room in rental unit,Private room,5785483,1.0,2.0,1 shared bath
1254955,Entire rental unit,Entire home/apt,6730063,2.0,2.0,1 bath
1256157,Entire rental unit,Entire home/apt,2067969,1.0,1.0,1 bath
1256570,Private room in rental unit,Private room,6844474,1.0,1.0,1 shared bath
1266548,Entire rental unit,Entire home/apt,4839888,1.0,1.0,1 bath
1267730,Entire rental unit,Entire home/apt,6566447,2.0,2.0,1 bath
1272747,Entire rental unit,Entire home/apt,4839888,1.0,1.0,1 bath
1273055,Entire rental unit,Entire home/apt,6928584,2.0,2.0,1 bath
1274889,Entire rental unit,Entire home/apt,2833018,2.0,3.0,1 bath
1275293,Entire rental unit,Entire home/apt,4003806,2.0,2.0,2 baths
1092967,Entire loft,Entire home/apt,993166,1.0,1.0,1 bath
1281843,Entire rental unit,Entire home/apt,6871745,1.0,1.0,1 bath
1289823,Entire loft,Entire home/apt,142989,1.0,3.0,1.5 baths
1105892,Private room in rental unit,Private room,6072314,4.0,4.0,2 shared baths
1296584,Entire rental unit,Entire home/apt,7049661,2.0,2.0,1 bath
1297217,Entire rental unit,Entire home/apt,4190343,1.0,1.0,1 bath
1106495,Entire rental unit,Entire home/apt,6075016,1.0,1.0,1 bath
1298830,Entire rental unit,Entire home/apt,7062138,2.0,3.0,1 bath
1302691,Entire rental unit,Entire home/apt,5542111,2.0,3.0,1 bath
1309325,Private room in rental unit,Private room,7117225,1.0,1.0,1 private bath
1311739,Entire rental unit,Entire home/apt,3747785,1.0,2.0,1.5 baths
1316794,Entire rental unit,Entire home/apt,7153063,1.0,2.0,1 bath
1112289,Private room in rental unit,Private room,6104199,1.0,2.0,Shared half-bath
1320674,Entire rental unit,Entire home/apt,7170175,1.0,2.0,1 bath
1326972,Entire rental unit,Entire home/apt,7201628,1.0,1.0,1 bath
1113817,Entire rental unit,Entire home/apt,6112385,1.0,1.0,1 bath
1120286,Private room in rental unit,Private room,6146479,1.0,1.0,3 shared baths
1121429,Entire rental unit,Entire home/apt,6152491,1.0,2.0,1 bath
1126038,Private room in rental unit,Private room,6191568,1.0,1.0,1 bath
1330726,Entire rental unit,Entire home/apt,7218465,1.0,1.0,1 bath
1331106,Private room in rental unit,Private room,1470394,1.0,1.0,1 private bath
1130775,Entire rental unit,Entire home/apt,1450378,1.0,1.0,1 bath
1334684,Entire rental unit,Entire home/apt,5919800,1.0,1.0,1 bath
1130788,Entire rental unit,Entire home/apt,1450378,1.0,1.0,1 bath
1133140,Entire rental unit,Entire home/apt,641820,2.0,3.0,1 bath
1335588,Entire rental unit,Entire home/apt,7033920,1.0,1.0,1.5 baths
1146228,Entire rental unit,Entire home/apt,6284655,1.0,2.0,1 bath
1336818,Entire condo,Entire home/apt,7249376,1.0,1.0,1 bath
1343630,Private room in rental unit,Private room,2833018,1.0,1.0,1 shared bath
1152744,Private room in home,Private room,897250,1.0,1.0,1 private bath
1346747,Entire loft,Entire home/apt,7306349,1.0,2.0,1 bath
1160005,Entire rental unit,Entire home/apt,4599639,1.0,2.0,1 bath
1357593,Entire rental unit,Entire home/apt,852616,1.0,1.0,1 bath
1162707,Private room in rental unit,Private room,1706029,1.0,1.0,2 shared baths
1362092,Entire rental unit,Entire home/apt,7394119,1.0,1.0,1 bath
1362476,Entire rental unit,Entire home/apt,7375454,2.0,3.0,1 bath
1168731,Entire rental unit,Entire home/apt,1703448,1.0,1.0,1 bath
1362727,Entire rental unit,Entire home/apt,7395294,1.0,1.0,1 bath
1176241,Entire rental unit,Entire home/apt,6436336,1.0,2.0,1 bath
1380233,Entire rental unit,Entire home/apt,7420783,1.0,2.0,1 bath
