id,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
339171,169,12,0,4.87,4.87,4.94,4.88,4.92,4.94,4.86,1.4
341939,171,4,0,4.7,4.72,4.64,4.77,4.79,4.7,4.7,1.4
342095,33,1,0,4.81,4.94,4.94,4.97,4.91,4.78,4.81,0.28
342557,57,2,0,4.84,4.86,4.89,4.93,4.91,4.84,4.78,0.56
342670,30,0,0,4.73,4.74,4.44,4.78,4.96,4.79,4.82,0.26
345249,28,0,0,4.37,4.48,4.44,4.7,4.7,4.22,4.22,0.25
354838,38,0,0,4.73,4.79,4.24,4.89,4.92,4.89,4.58,0.31
361053,161,6,1,4.58,4.68,4.63,4.87,4.84,4.76,4.56,1.33
363476,439,41,3,4.53,4.54,4.56,4.68,4.78,4.97,4.51,3.64
371532,93,15,2,4.85,4.91,4.66,4.81,4.93,4.98,4.81,0.78
375472,149,2,0,4.67,4.65,4.76,4.82,4.71,4.71,4.72,1.28
376379,22,3,0,4.45,4.64,4.41,4.91,4.91,5.0,4.36,0.22
396532,119,0,0,4.86,4.87,4.86,4.97,4.96,4.86,4.84,0.99
397778,44,7,1,4.3,4.4,4.35,4.6,4.49,4.88,4.23,0.41
398450,249,17,2,4.68,4.74,4.66,4.86,4.92,4.91,4.69,2.07
402588,158,18,0,4.53,4.68,4.69,4.72,4.62,4.89,4.56,1.45
404569,57,9,1,4.3,4.32,4.49,4.61,4.54,4.77,4.07,0.66
406341,139,14,2,4.95,4.96,4.88,4.99,4.98,4.93,4.89,1.15
406697,383,0,0,4.42,4.5,4.66,4.62,4.72,4.94,4.54,3.15
410699,153,0,0,4.85,4.91,4.95,4.89,4.93,4.9,4.7,1.27
414763,46,12,1,4.52,4.72,4.46,4.87,4.72,5.0,4.31,0.4
415967,152,0,0,4.64,4.7,4.79,4.89,4.89,4.25,4.59,1.26
420039,673,26,2,4.21,4.39,4.4,4.75,4.71,4.78,4.27,5.66
427407,10,3,1,4.63,4.38,4.88,4.88,4.88,4.88,4.5,0.08
429306,190,9,1,4.81,4.84,4.91,4.86,4.91,4.74,4.73,1.61
429604,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.02
434107,3,0,0,4.0,4.0,4.33,4.33,4.0,3.67,4.33,0.03
439715,14,1,0,4.92,4.86,4.93,4.93,4.93,4.93,4.64,0.12
449218,310,23,3,4.84,4.86,4.97,4.92,4.93,4.93,4.84,2.6
451174,8,4,2,5.0,5.0,4.83,5.0,5.0,5.0,5.0,0.17
456165,7,0,0,5.0,5.0,5.0,5.0,5.0,4.86,5.0,0.12
459303,35,12,0,4.49,4.51,4.69,4.8,4.71,4.89,4.43,0.39
459362,60,20,2,4.52,4.5,4.57,4.66,4.77,4.95,4.32,0.66
460898,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462072,100,38,5,4.92,4.94,4.96,4.99,4.96,4.91,4.86,0.84
463246,18,6,0,4.76,4.65,4.94,4.94,4.88,4.94,4.82,0.23
468202,275,6,0,4.6,4.78,4.78,4.71,4.73,4.92,4.57,2.31
469231,53,4,1,4.52,4.7,4.76,4.64,4.76,4.96,4.5,0.58
470132,39,1,0,4.71,4.68,4.7,4.89,4.95,4.51,4.62,0.33
471198,45,4,0,4.2,4.24,4.27,4.62,4.6,4.82,4.29,0.5
471328,152,8,0,4.54,4.56,4.6,4.77,4.72,4.84,4.54,1.32
473112,58,3,0,4.59,4.35,4.58,4.89,4.91,4.79,4.6,0.49
479718,17,3,0,4.4,4.0,4.25,4.88,4.94,4.38,4.56,0.14
482122,13,5,0,4.31,4.46,4.15,4.85,4.77,4.92,4.08,0.14
491070,13,2,0,4.64,4.73,4.75,4.75,4.83,4.67,4.58,0.11
497706,220,10,0,4.72,4.81,4.76,4.84,4.9,4.79,4.73,1.9
499911,171,10,0,4.89,4.9,4.89,4.97,4.98,4.88,4.81,1.53
502918,97,11,3,4.81,4.82,4.92,4.91,4.94,4.95,4.81,1.36
506956,444,34,5,4.9,4.93,4.94,4.96,4.96,4.68,4.88,5.99
507614,23,0,0,4.9,4.87,4.91,4.91,5.0,4.96,4.78,0.2
510973,7,3,0,5.0,4.86,5.0,4.86,4.71,5.0,4.86,0.12
514917,27,0,0,4.79,4.73,4.58,4.88,4.96,4.5,4.88,0.24
515008,27,5,0,4.8,4.77,4.58,4.88,4.96,4.42,4.81,0.24
518208,19,1,1,4.82,4.78,4.83,4.83,4.83,4.22,4.67,0.17
518511,8,0,0,4.25,4.75,4.13,4.88,4.75,4.63,4.5,0.08
521329,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521367,131,10,0,4.76,4.85,4.78,4.87,4.95,4.96,4.68,1.13
522563,92,1,0,4.7,4.78,4.59,4.79,4.84,4.96,4.66,1.01
524003,409,31,2,4.91,4.94,4.94,4.91,4.96,4.98,4.92,3.56
526162,1,0,0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,0.01
526513,587,71,6,4.74,4.68,4.85,4.82,4.81,4.97,4.71,4.95
529690,14,2,0,4.85,4.79,4.86,4.86,5.0,4.93,4.79,0.12
531677,543,20,2,4.9,4.91,4.96,4.93,4.97,4.94,4.88,4.71
536574,3,0,0,3.0,3.0,3.0,2.5,4.0,3.0,3.0,0.04
537234,24,5,0,4.83,4.75,4.46,4.88,4.92,4.75,4.54,0.2
540937,269,16,0,4.49,4.43,4.66,4.81,4.82,4.67,4.42,2.28
541406,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544736,49,13,4,4.81,4.84,4.88,4.9,4.96,4.74,4.73,0.46
545174,4,0,0,3.0,3.5,2.0,3.25,3.75,4.0,3.5,0.04
548995,152,4,1,4.93,4.94,4.87,4.98,4.95,4.95,4.85,1.33
552183,286,25,3,4.85,4.91,4.96,4.93,4.9,4.97,4.86,2.43
560941,28,4,0,4.61,4.5,4.82,4.71,4.71,5.0,4.64,0.27
565152,187,17,0,4.31,4.46,4.49,4.68,4.68,4.65,4.37,2.0
566241,31,1,0,4.85,4.82,4.89,4.96,4.93,4.93,4.86,0.27
568190,195,0,0,4.88,4.91,4.98,4.95,4.95,4.57,4.87,1.74
570158,37,3,1,4.6,4.75,4.53,4.53,4.61,4.78,4.56,0.32
572048,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576487,439,40,6,4.69,4.8,4.79,4.82,4.88,4.72,4.63,3.83
578731,340,2,0,4.7,4.67,4.59,4.82,4.86,4.87,4.69,2.91
588382,5,0,0,4.5,4.75,4.5,4.75,4.75,4.75,4.5,0.05
588518,61,5,0,4.93,4.95,4.87,4.93,4.98,4.98,4.74,0.67
590710,59,3,0,4.81,4.91,4.98,4.98,4.95,4.49,4.81,0.51
595055,19,0,0,4.74,4.84,4.53,4.84,4.84,4.79,4.58,0.16
598771,80,2,0,4.86,4.86,4.9,4.87,4.91,4.87,4.82,0.76
599134,7,0,0,4.57,4.14,5.0,5.0,5.0,5.0,4.71,0.06
599885,173,27,3,4.73,4.86,4.8,4.88,4.69,4.85,4.82,1.48
604150,2,0,0,4.5,5.0,4.5,5.0,4.5,4.5,4.5,0.02
604632,46,5,0,4.3,4.52,4.52,4.7,4.7,4.37,4.28,0.56
605339,199,25,3,4.85,4.92,4.9,4.96,4.97,4.59,4.86,1.72
607548,3,0,0,0.0,2.0,1.0,5.0,5.0,2.0,2.0,0.03
608742,500,44,7,4.76,4.77,4.95,4.89,4.93,4.96,4.76,4.28
610675,7,0,0,5.0,5.0,4.71,5.0,5.0,5.0,5.0,0.06
616027,74,0,0,4.84,4.82,4.94,4.94,4.97,4.75,4.79,0.64
618576,323,22,0,4.82,4.87,4.97,4.87,4.92,4.94,4.79,2.8
625566,25,0,0,4.64,4.58,4.75,4.79,4.87,4.63,4.67,0.24
628394,67,2,1,4.68,4.64,4.66,4.76,4.84,4.91,4.54,0.58
631737,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01
643471,55,2,1,4.55,4.7,4.49,4.72,4.68,4.83,4.43,0.53
644656,3,1,0,5.0,5.0,4.0,5.0,5.0,4.67,4.33,0.1
655514,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659887,5,0,0,4.5,4.25,5.0,5.0,4.75,5.0,4.75,0.07
663761,4,0,0,4.5,4.75,4.5,4.75,4.75,4.75,4.75,0.05
668753,82,0,0,4.85,4.83,4.86,4.89,4.81,4.85,4.76,0.8
676566,108,18,2,4.81,4.89,4.91,4.96,4.96,4.76,4.76,0.97
683208,54,0,0,4.83,4.74,4.89,4.91,4.77,4.92,4.66,0.48
683969,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
684564,145,8,0,4.69,4.76,4.89,4.85,4.9,4.97,4.62,1.4
685152,93,16,4,4.27,4.37,4.27,4.57,4.49,4.6,4.33,1.28
688795,137,8,2,4.72,4.68,4.73,4.84,4.86,4.93,4.62,1.22
689099,15,0,0,4.64,4.93,4.73,4.87,4.93,4.53,4.67,0.13
691344,84,11,2,4.78,4.83,4.89,4.91,4.89,4.71,4.76,0.73
692358,211,35,2,4.66,4.79,4.7,4.79,4.77,4.56,4.68,1.85
694867,191,29,3,4.69,4.82,4.85,4.84,4.85,4.51,4.7,2.11
695909,215,0,0,4.63,4.75,4.64,4.68,4.88,4.84,4.7,2.76
697858,47,0,0,4.87,4.91,4.89,4.98,5.0,4.68,4.74,1.15
704155,270,22,3,4.7,4.7,4.68,4.85,4.85,4.9,4.67,2.37
708275,6,1,0,3.25,4.6,4.2,4.6,4.2,3.6,3.8,0.05
709208,579,26,5,4.83,4.87,4.87,4.92,4.89,4.97,4.84,5.05
710156,194,18,2,4.86,4.94,4.89,4.94,4.97,4.81,4.8,1.68
716292,81,5,0,4.62,4.61,4.46,4.75,4.8,4.86,4.73,0.82
717313,173,11,2,4.88,4.95,4.9,4.96,4.93,4.91,4.83,1.51
721057,681,57,4,4.74,4.81,4.79,4.87,4.95,4.75,4.78,5.95
721377,35,6,1,4.86,4.86,4.89,4.83,4.89,4.8,4.71,0.31
723088,166,7,0,4.76,4.84,4.73,4.87,4.92,4.91,4.69,1.45
724700,35,3,0,4.49,4.77,4.63,4.51,4.63,4.51,4.6,0.41
727588,26,4,0,4.23,4.42,4.12,4.77,4.73,4.0,4.12,0.33
728978,182,7,1,4.75,4.87,4.81,4.83,4.83,4.71,4.79,1.6
730347,171,12,1,4.79,4.85,4.8,4.93,4.94,4.95,4.78,1.57
730502,31,7,0,4.74,4.77,4.9,4.94,4.97,5.0,4.68,0.35
733365,64,14,0,4.91,4.95,4.98,5.0,4.97,4.9,4.89,0.67
734053,5,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08
738837,144,10,1,4.52,4.63,4.62,4.64,4.74,4.5,4.48,1.41
745609,100,0,0,4.76,4.82,4.53,4.86,4.82,4.87,4.7,0.89
745664,399,4,2,4.77,4.77,4.61,4.94,4.93,4.86,4.82,4.23
747873,280,17,0,4.91,4.94,4.93,4.93,4.95,4.92,4.87,2.46
748854,157,9,1,4.67,4.65,4.72,4.82,4.7,4.68,4.67,1.42
749957,18,5,1,5.0,4.94,4.89,4.94,4.94,4.89,4.94,0.17
751527,60,1,0,4.98,4.97,4.95,4.95,5.0,4.88,4.93,0.55
751530,453,16,4,4.86,4.85,4.93,4.93,4.95,4.97,4.85,3.98
752424,114,0,0,4.5,4.52,4.66,4.76,4.72,4.76,4.63,1.0
752515,209,0,0,4.72,4.81,4.81,4.8,4.87,4.7,4.76,1.83
752883,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754678,283,24,1,4.8,4.89,4.76,4.95,4.9,4.96,4.76,2.54
755535,17,1,0,4.82,4.88,4.82,5.0,5.0,4.47,5.0,0.17
755587,402,15,2,4.89,4.88,4.94,4.96,4.97,4.96,4.89,3.57
756707,177,4,0,4.83,4.84,4.89,4.98,4.97,4.92,4.81,1.56
758670,19,2,0,4.72,4.78,4.61,4.78,4.83,4.5,4.72,0.22
760482,95,3,3,4.77,4.62,4.85,4.88,4.89,4.66,4.7,0.84
761098,51,25,0,4.46,4.64,4.6,4.63,4.14,4.27,4.43,0.69
761159,439,21,4,4.91,4.93,4.95,4.97,4.97,4.98,4.91,3.86
763214,98,7,3,4.75,4.82,4.79,4.96,4.9,4.85,4.72,0.98
766160,361,7,0,4.41,4.62,4.61,4.65,4.56,4.88,4.52,3.53
768311,184,32,2,4.8,4.89,4.85,4.95,4.92,4.96,4.72,1.65
769210,22,0,0,4.55,4.7,4.45,4.55,4.7,4.35,4.4,0.24
772646,183,19,2,4.69,4.75,4.76,4.71,4.74,4.93,4.67,1.67
773990,222,8,0,4.46,4.63,4.75,4.81,4.82,4.5,4.47,1.97
774008,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777913,3,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
779960,186,26,1,4.81,4.94,4.94,4.89,4.97,4.78,4.82,1.94
780397,22,0,0,4.18,4.52,4.32,4.68,4.86,4.41,4.32,0.2
780684,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780743,3,3,2,4.67,4.67,4.67,5.0,5.0,5.0,4.67,2.25
781012,33,1,0,4.88,4.91,4.73,5.0,5.0,4.94,4.85,0.35
793618,348,18,0,4.78,4.78,4.87,4.85,4.86,4.91,4.73,3.17
793622,41,0,0,4.68,4.83,4.75,4.93,4.85,4.93,4.78,0.36
795877,52,0,0,4.09,4.34,4.0,4.72,4.57,4.93,4.17,0.47
797030,250,16,1,4.78,4.83,4.64,4.67,4.72,4.55,4.8,2.22
804681,1,0,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.02
814586,171,29,1,4.63,4.68,4.69,4.85,4.89,4.87,4.63,1.55
814647,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814731,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814870,76,43,0,4.76,4.84,4.51,4.95,4.92,4.92,4.73,0.69
815818,255,0,0,4.87,4.91,4.87,4.92,4.95,4.93,4.82,2.28
817184,249,4,1,4.44,4.57,4.72,4.75,4.81,4.84,4.44,2.26
817848,219,4,0,4.86,4.95,4.97,4.96,4.94,4.88,4.89,1.96
821860,405,19,3,4.88,4.88,4.9,4.91,4.92,4.88,4.86,3.97
832102,9,0,0,4.57,4.71,4.57,4.86,4.86,4.86,4.57,0.1
833871,187,4,0,4.52,4.54,4.7,4.82,4.75,4.82,4.48,1.67
834562,192,8,2,4.89,4.9,4.91,4.97,4.98,4.81,4.86,1.78
834675,131,8,2,4.76,4.83,4.93,4.92,4.81,4.61,4.72,1.31
835333,260,12,0,4.51,4.61,4.6,4.69,4.72,4.93,4.55,2.34
838698,520,1,1,4.63,4.79,4.56,4.87,4.86,4.84,4.7,4.77
838712,216,0,0,4.66,4.78,4.5,4.87,4.9,4.85,4.7,1.93
840561,6,0,0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,0.05
842078,32,1,0,4.59,4.58,4.58,4.68,4.83,4.77,4.52,0.29
844856,54,12,0,4.64,4.74,4.72,4.79,4.89,4.94,4.62,0.79
846558,566,7,1,4.7,4.83,4.83,4.83,4.8,4.91,4.74,5.07
847273,97,17,3,4.83,4.91,4.91,4.89,4.88,4.62,4.84,0.89
851311,34,0,0,4.82,4.76,4.74,4.94,4.97,4.97,4.74,0.43
853804,50,0,0,4.88,4.9,4.84,4.94,4.9,4.82,4.76,0.55
862462,288,0,0,4.74,4.79,4.8,4.89,4.94,4.89,4.7,2.66
862752,125,0,0,4.96,4.97,4.99,4.95,4.98,4.88,4.93,1.28
864488,338,19,3,4.63,4.61,4.69,4.84,4.89,4.74,4.59,3.02
869674,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01
871387,202,14,3,4.71,4.73,4.79,4.82,4.84,4.87,4.67,1.95
874029,80,0,0,4.98,5.0,4.96,4.98,4.98,4.76,4.96,0.82
874641,18,1,0,4.28,4.5,4.56,4.83,4.83,4.56,4.33,0.18
883527,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.02
884856,5,0,0,3.8,4.4,3.0,4.0,4.0,4.6,3.8,0.05
886019,53,0,0,4.82,4.83,4.75,4.85,4.84,4.67,4.79,0.49
888289,358,35,1,4.86,4.83,4.93,4.94,4.95,4.85,4.73,3.29
891946,6,0,0,4.67,4.67,4.67,5.0,5.0,5.0,5.0,0.05
892453,10,0,0,4.67,4.9,4.5,5.0,4.7,4.3,4.4,0.09
893195,9,6,0,4.89,4.78,4.89,4.89,5.0,4.89,4.56,0.17
896209,62,11,1,4.6,4.75,4.82,4.8,4.88,4.58,4.6,0.57
896588,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901897,99,4,0,4.91,4.94,4.96,4.99,4.97,4.99,4.81,1.03
902946,68,0,0,4.48,4.62,4.52,4.73,4.65,4.74,4.44,0.66
903707,75,0,0,4.38,4.6,4.49,4.81,4.74,4.65,4.58,0.68
904741,356,36,3,4.61,4.73,4.75,4.8,4.78,4.89,4.58,3.26
904769,371,42,1,4.67,4.82,4.77,4.81,4.78,4.93,4.7,3.45
904775,328,31,3,4.61,4.73,4.73,4.81,4.78,4.94,4.63,3.05
907386,160,0,0,4.97,4.99,5.0,4.99,5.0,4.96,4.96,1.46
913536,13,0,0,4.85,4.9,4.9,5.0,4.91,5.0,5.0,0.16
914057,43,13,3,4.88,4.85,4.9,4.85,4.93,4.73,4.88,0.52
922397,73,0,0,4.64,4.77,4.54,4.89,4.88,4.93,4.71,0.68
923140,142,19,0,4.94,4.96,4.94,4.98,4.99,4.92,4.88,1.37
923645,13,1,0,4.75,4.67,4.92,4.75,4.83,5.0,4.83,0.12
925250,461,18,9,4.68,4.75,4.62,4.83,4.86,4.92,4.67,4.26
925339,154,7,0,4.67,4.67,4.9,4.89,4.92,4.91,4.55,1.41
926653,452,32,3,4.77,4.88,4.86,4.89,4.92,4.92,4.74,4.1
933326,93,9,0,4.71,4.74,4.81,4.88,4.91,4.78,4.71,0.86
938410,19,4,1,4.79,4.95,4.84,4.67,4.63,5.0,4.78,0.19
940649,95,0,0,4.84,4.94,4.83,4.93,4.91,4.77,4.86,0.88
948963,211,0,0,4.76,4.77,4.75,4.93,4.95,4.49,4.75,1.93
958020,284,0,0,4.83,4.94,4.8,4.91,4.94,4.87,4.8,2.61
961181,9,4,0,4.5,5.0,4.75,4.43,4.71,4.71,4.14,0.14
970890,23,7,0,4.86,4.95,4.95,4.86,4.91,4.91,4.86,0.27
979312,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01
981016,29,14,2,4.62,4.66,4.86,4.54,4.59,5.0,4.71,0.27
981368,3,2,0,4.67,4.67,5.0,5.0,5.0,5.0,4.0,0.05
981369,37,13,4,4.53,4.58,4.69,4.56,4.63,4.67,4.58,0.34
982997,34,3,0,4.47,4.63,4.7,4.79,4.73,4.82,4.55,0.4
983019,33,8,1,4.85,4.79,4.73,4.88,4.88,4.58,4.82,0.31
983410,426,45,0,4.63,4.73,4.55,4.87,4.89,4.89,4.56,3.92
989063,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003602,392,4,2,4.38,4.54,4.24,4.58,4.62,4.75,4.44,3.6
1007532,362,42,3,4.26,4.29,4.56,4.59,4.61,4.78,4.31,3.33
1011033,72,9,0,4.82,4.85,4.82,4.91,4.97,4.94,4.74,0.87
1018471,5,0,0,5.0,4.8,5.0,5.0,5.0,4.6,5.0,0.05
1026242,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037715,43,0,0,4.7,4.93,4.98,4.86,4.98,4.91,4.86,0.47
1038867,400,0,0,4.51,4.59,4.59,4.81,4.81,4.95,4.62,3.66
1039376,2,0,0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,0.03
1039454,9,0,0,4.5,4.67,4.67,4.83,4.83,4.83,4.5,0.09
1044902,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050948,136,8,1,4.75,4.82,4.85,4.87,4.84,4.9,4.67,1.26
1052457,63,1,1,4.75,4.8,4.8,4.87,4.92,4.77,4.58,0.63
1053180,207,27,1,4.87,4.91,4.88,4.89,4.89,4.78,4.89,1.95
1053662,14,1,0,5.0,4.92,5.0,5.0,5.0,5.0,5.0,0.13
1055724,14,0,0,4.79,4.86,4.93,5.0,4.93,4.86,4.79,0.28
1057560,186,18,1,4.54,4.67,4.75,4.8,4.8,4.93,4.65,1.73
1059084,8,0,0,4.71,4.57,5.0,4.71,4.86,4.86,4.71,0.08
1065075,3,0,0,4.67,4.67,4.67,5.0,4.67,5.0,5.0,0.03
1065714,498,37,4,4.21,4.35,4.59,4.57,4.65,4.81,4.36,4.6
1065918,464,31,2,4.18,4.4,4.52,4.55,4.68,4.79,4.27,4.34
1067941,41,0,0,4.44,4.49,4.54,4.69,4.67,4.61,4.34,0.41
1069174,213,0,0,4.57,4.43,4.58,4.76,4.85,4.96,4.5,1.99
1075749,75,0,0,4.53,4.7,4.56,4.82,4.83,4.87,4.7,0.69
1079722,149,2,0,4.79,4.75,4.92,4.95,4.97,4.96,4.75,1.38
1082218,222,4,1,4.86,4.91,4.83,4.94,4.98,4.96,4.78,2.07
1082942,27,17,2,4.93,4.96,4.93,4.93,5.0,4.89,4.85,0.35
1085217,31,1,0,4.86,4.81,4.9,4.84,4.97,4.9,4.81,0.29
1085898,23,3,0,4.87,4.7,5.0,4.91,4.87,4.91,4.83,0.25
1086124,23,5,1,4.82,4.65,4.87,4.83,4.78,5.0,4.52,0.23
