id,host_id,rating,latitude,longitude
780397,4068975,★4.18,40.40115,-3.69657
780684,2057313,★4.32,40.42555,-3.70379
780743,2057313,★4.11,40.42398,-3.70451
692358,3540348,★4.67,40.36089,-3.69594
783647,4132185,★4.93,40.47731,-3.66659
694867,3540348,★4.71,40.35701,-3.69643
923140,1574604,★4.94,40.42194,-3.70194
793618,23603298,★4.77,40.41027,-3.7122
793622,4181071,★4.71,40.42162,-3.71158
923645,4967875,★4.75,40.41873,-3.67761
797030,4198169,★4.80,40.43602,-3.63506
925250,4975799,★4.68,40.41538,-3.70351
804681,4235741,★ New,40.47281,-3.58827
925339,4977367,★4.66,40.4236378,-3.7018958
814586,4277536,★4.59,40.42242,-3.69674
926653,2864064,★4.76,40.41245,-3.69688
814647,4159117,★ New,40.4403,-3.63464
933326,153695733,★4.68,40.40546,-3.69213
814731,4280501,★ New,40.41089,-3.70689
938410,9228673,★4.77,40.42722,-3.68388
814870,4281126,★4.83,40.4077,-3.68473
940649,5084073,★4.84,40.40224,-3.70001
815818,4286142,★4.87,40.42103,-3.70171
817184,4292037,★4.46,40.4112,-3.69567
948141,4722486,★4.60,40.42681,-3.7025
817848,4295642,★4.87,40.42171,-3.69823
948963,2783896,★4.76,40.40777,-3.74013
819738,4305310,★4.80,40.42033,-3.70862
958020,5211661,★4.83,40.42744,-3.70658
821860,4280501,★4.87,40.41013,-3.70453
833871,4292037,★4.58,40.42556,-3.70175
979312,5360317,★ New,40.43358,-3.70524
834562,4365768,★4.90,40.46913,-3.58258
981016,534128,★4.67,40.42661,-3.70222
983019,5386601,★4.89,40.40215,-3.66263
834675,4190662,★4.77,40.39826,-3.66722
835333,153391,★4.52,40.41901,-3.70631
983410,5389129,★4.65,40.45126,-3.69369
989063,3585435,★ New,40.44796,-3.66138
1003602,1130651,★4.40,40.41156,-3.70546
838698,4281126,★4.71,40.40646,-3.68289
1037715,5712665,★4.70,40.41095,-3.71199
838712,4281126,★4.66,40.40625,-3.68479
840561,4279976,★5.0,40.44919,-3.71006
842078,4396676,★4.61,40.41726,-3.70269
1039454,4967875,★4.50,40.41667,-3.6756
1044902,5751753,★ New,40.46549,-3.75115
844856,4410687,★4.60,40.41498,-3.70891
1053180,5798033,★4.88,40.41045,-3.7057
846558,2489796,★4.70,40.41858,-3.70077
847273,4424222,★4.88,40.40721,-3.64994
848480,153391,★4.65,40.41888,-3.70645
1053662,5801580,★5.0,40.44338,-3.69662
853804,4247556,★4.86,40.42741,-3.70807
1055724,5814460,★4.86,40.43542,-3.70755
1057560,5824815,★4.61,40.42001,-3.70824
862462,2456671,★4.75,40.40964,-3.71139
1059084,5831420,★4.71,40.41483,-3.70927
862752,4522970,★4.96,40.40196,-3.6974
1065075,5735364,★4.67,40.43812,-3.7108
1067941,5876034,★4.50,40.46544,-3.69534
864488,3631892,★4.70,40.40956,-3.7009
869674,4582755,★ New,40.40873,-3.69961
871387,4504807,★4.70,40.424084,-3.708346
1069174,5896428,★4.60,40.41328,-3.69498
1079119,19639638,★4.75,40.43747,-3.69949
874029,4603165,★4.98,40.4449,-3.63508
1082942,2228918,★4.92,40.40912,-3.70074
874273,4575984,★4.75,40.41596,-3.70431
874842,4618098,★New,40.4256315,-3.6714298
1085217,3612732,★4.86,40.42463,-3.69692
886019,4697070,★4.82,40.43741,-3.71162
1085898,2044655,★4.90,40.41301,-3.70848
888289,4710774,★4.86,40.42656,-3.7036
1086060,5969817,★4.97,40.41354,-3.7079
891946,4739098,★4.67,40.42849,-3.70194
1086124,2044655,★4.86,40.41368,-3.70544
892453,2783896,★4.67,40.40726,-3.74174
1087049,2044655,★4.86,40.41353,-3.70715
893195,4735460,★4.90,40.42187,-3.68775
1092467,153391,★4.48,40.41936,-3.70752
896209,4777959,★4.69,40.47058,-3.68539
1092967,993166,★4.59,40.40842416579815,-3.705641127413188
1106495,6075016,★4.24,40.42117,-3.71103
903707,4831338,★4.39,40.40766,-3.69952
1112289,6104199,★4.86,40.40259,-3.6642
904741,4839888,★4.60,40.41845,-3.70544
1113817,138958364,★ New,40.42204,-3.69989
904769,4839888,★4.62,40.41866,-3.70547
1121429,6152491,★4.61,40.4175,-3.7093
904775,4839888,★4.60,40.42062,-3.70766
907386,4860266,★4.98,40.41513,-3.69935
1126038,6191568,★4.83,40.42414,-3.67547
1130775,1450378,★ New,40.43401,-3.70052
912617,4897332,★ New,40.4334,-3.65682
1130788,1450378,★5.0,40.43454,-3.70036
1133140,641820,★ New,40.41163,-3.69811
913536,4903694,★4.85,40.42157,-3.70539
914057,4905854,★4.86,40.38901,-3.64185
1145784,6282893,★4.50,40.41633,-3.68653
1357593,852616,★4.51,40.42055,-3.70332
1146228,6284655,★4.57,40.4085,-3.69743
1152829,6282893,★4.72,40.41981,-3.69174
1362092,7394119,★4.58,40.42187,-3.69876
1161437,547389,★ New,40.43907,-3.70305
1162707,1706029,★4.58,40.43715,-3.71356
1362476,7375454,★4.68,40.42176,-3.7024
1168731,1703448,★4.94,40.34993,-3.70594
1174292,6427023,★ New,40.35618,-3.69082
1380233,7420783,★4.65,40.422,-3.70445
1395084,7539510,★4.74,40.44282,-3.68077
1176241,6436336,★4.63,40.41031,-3.69438
1182242,6466920,★4.83,40.40698,-3.67882
1184735,4112877,★4.92,40.4183,-3.70731
1398273,7552386,★ New,40.41797,-3.69855
1209383,4790263,★4.88,40.40339,-3.69393
1408400,7595958,★4.75,40.41639,-3.71313
1209661,3331390,★4.70,40.39236,-3.69462
1426027,5633658,★4.73,40.41009,-3.71201
1220946,6566447,★4.48,40.41682,-3.70233
1227155,6693661,★4.80,40.41568,-3.70486
1426530,7527702,★4.63,40.39178,-3.72023
1230570,6598518,★4.65,40.42117,-3.69746
1248292,6566447,★4.63,40.41884,-3.702
1251520,6818751,★4.87,40.41697,-3.70949
1427336,4977367,★4.16,40.42259,-3.7030465
1254418,6832983,★ New,40.39979,-3.69071
1430003,2564339,★4.72,40.42183,-3.71091
1254955,6730063,★4.50,40.40441,-3.69717
1431541,7448200,★4.62,40.44234,-3.69849
1256157,2067969,★4.72,40.41239,-3.71197
1256570,6844474,★4.90,40.40648,-3.70429
1434789,2564339,★4.72,40.42219,-3.71191
1263062,4304796,★4.81,40.39963,-3.69485
1443639,7751680,★4.60,40.4058,-3.69604
1263329,4304796,★4.86,40.39848,-3.69692
1266548,4839888,★4.68,40.42239,-3.70986
1463482,7828783,★4.87,40.50458,-3.69065
1267730,6566447,★4.48,40.41688,-3.70384
1473278,7652350,★4.66,40.42303,-3.67129
1272747,4839888,★4.70,40.42055,-3.71043
1273055,6928584,★4.85,40.42703,-3.7041
1482007,6895308,★4.55,40.42498,-3.67932
1485339,7943769,★4.50,40.41909,-3.61418
1274889,2833018,★4.61,40.43831228745207,-3.698593652243729
1491263,6191568,★4.85,40.4244,-3.67485
1275293,4003806,★4.88,40.44656,-3.66016
1281843,6871745,★ New,40.41784,-3.69943
1496117,6075016,★4.41,40.40705,-3.70384
1289823,142989,★4.59,40.40339926143616,-3.605745809084971
1296584,7049661,★4.0,40.41312,-3.69776
1500875,4839888,★4.56,40.41256,-3.70938
1507595,5574921,★4.60,40.42662,-3.65387
1297217,4190343,★4.69,40.41495,-3.70061
1518919,8107464,★4.38,40.41934,-3.70214
1298830,7062138,★4.56,40.40752,-3.69284
1522608,8125749,★4.30,40.426031,-3.698134
1302691,5542111,★4.33,40.422798,-3.703129
1523675,8130428,★4.75,40.42816,-3.7045
1309325,7117225,★4.89,40.4926,-3.65542
1529540,8158807,★4.80,40.36148,-3.59824
1316794,7153063,★4.70,40.41156,-3.70848
1532354,7218465,★4.64,40.41055,-3.70656
1320674,7170175,★4.90,40.417042,-3.709589
1547100,8231348,★4.87,40.40296,-3.74469
1326972,7201628,★4.47,40.42186,-3.70158
1569343,8345477,★4.44,40.42929,-3.67663
1330726,7218465,★4.55,40.40872,-3.70761
1575287,8375457,★5.0,40.4052686596777,-3.675630061160589
1331106,1470394,★4.64,40.4183,-3.69848
1579108,6816328,★4.83,40.42171,-3.70564
1334684,5919800,★4.68,40.43063,-3.71021
1586115,8449261,★4.34,40.40847,-3.72874
1335588,7033920,★4.74,40.42785,-3.70102
1593044,1706029,★4.60,40.43778,-3.71294
1336818,7249376,★4.57,40.46396,-3.68005
1595592,8508444,★ New,40.44544,-3.5861
1343630,2833018,★4.85,40.438167390069765,-3.698625960077643
1596257,1666293,★4.64,40.414452,-3.698227
1346747,7306349,★4.61,40.40769,-3.70653
1600919,8532170,★4.47,40.41312,-3.7067
1886633,9814959,★ New,40.41793,-3.71183
1901306,9872400,★4.77,40.40967178344727,-3.70320200920105
1607436,5790036,★4.74,40.42595,-3.7053
1910871,1985408,★4.84,40.41142,-3.71047
1608296,1973600,★4.84,40.42701,-3.69553
1917537,9940609,★4.89,40.42593,-3.69759
1921558,8602354,★4.72,40.41182,-3.71905
1609815,3514685,★4.80,40.41697,-3.67319
1926546,9278712,★4.88,40.41209,-3.70278
1927108,9982624,★ New,40.43089,-3.70486
1610861,8577935,★4.82,40.42611,-3.69307
1928731,5149901,★4.82,40.41154,-3.70803
1621371,2564339,★4.66,40.42063,-3.71193
1622564,2564339,★4.69,40.42152633589287,-3.71198815447068
1942059,1784424,★4.82,40.41077,-3.70317
1958786,8607804,★4.71,40.42515,-3.69927
1973442,10189139,★4.97,40.41128,-3.70224
1623202,8631882,★4.81,40.40366,-3.7059
1990801,4190343,★4.67,40.41497,-3.7014
1626586,8647044,★4.82,40.41544,-3.70038
1994074,5542111,★4.16,40.421349,-3.706204
1628485,901218,★4.66,40.41856630367691,-3.709107643183609
2001012,353738,★4.31,40.42883,-3.70233
1630249,8664077,★4.80,40.42642,-3.71578
2010660,10346363,★ New,40.44733,-3.70123
1636170,8647044,★4.54,40.4163,-3.70046
2024643,2444553,★4.08,40.41468,-3.70488
1639471,901218,★4.45,40.41821,-3.69683
2052303,10516522,★ New,40.39798,-3.76535
1642412,8719029,★4.84,40.43044,-3.6537
2052361,10516522,★4.94,40.41034,-3.70095
2052383,6979632,★ New,40.4313,-3.65535
1644183,1766434,★4.94,40.442649841308594,-3.6739718914031982
2054398,2750053,★4.89,40.46107,-3.70196
2062465,762655,★4.53,40.41811,-3.70353
2064355,10561681,★4.92,40.41976,-3.70146
1644403,3606346,★4.72,40.41396,-3.70446
1659406,383302726,★4.73,40.42065,-3.69905
2065647,3048290,★3.75,40.42471,-3.7049
2068722,10561681,★4.11,40.41976,-3.70146
1661283,2932927,★4.62,40.41113,-3.70364
2068792,10561681,★4.33,40.41976,-3.70146
1665067,8814428,★4.93,40.38533,-3.71209
2068796,10561681,★4.78,40.41976,-3.70146
2069026,10561681,★4.08,40.41976,-3.70146
1680271,2864064,★4.77,40.41474,-3.70744
2070887,8447678,★4.76,40.42073,-3.70458
1683393,8901422,★4.75,40.44033,-3.61872
2079509,3048290,★ New,40.42324,-3.70649
2084773,10561681,★4.61,40.41976,-3.70146
1691073,8933508,★4.73,40.41666,-3.70222
2087574,10654623,★4.79,40.40756,-3.70568
1695083,5542111,★4.30,40.4217,-3.704667
2091802,4582755,★4.75,40.40948,-3.69958
1698916,8647044,★4.73,40.41555,-3.69955
2096590,3048290,★4.47,40.42328,-3.70655
2100370,3048290,★4.29,40.4243,-3.70442
2101315,10561681,★4.50,40.41976,-3.70146
1710251,1216993,★4.89,40.42803,-3.67591
2117068,353738,★3.67,40.42936,-3.7021
2117115,927713,★4.82,40.42146,-3.69943
1710892,8705535,★4.81,40.41024,-3.70736
2129245,10863262,★4.95,40.39978,-3.72213
1716687,901218,★4.55,40.41662,-3.69616
1737408,4424222,★4.83,40.40564,-3.65427
2143824,10940437,★4.57,40.41511,-3.70804
2143882,10940437,★4.33,40.41493,-3.70606
1737767,9137401,★4.89,40.41466,-3.70115
1742289,9172209,★4.71,40.41535,-3.7101
2143906,10940437,★4.63,40.41476,-3.70828
1749005,124972,★ New,40.42886,-3.71754
2143943,10940437,★ New,40.41475,-3.70641
1750838,9210324,★4.81,40.41014,-3.70096
2143961,10940437,★4.61,40.41534,-3.70778
2144000,10940437,★4.68,40.41513,-3.70637
1755242,4975799,★4.60,40.4152,-3.70429
2144017,10940437,★4.70,40.41333,-3.70668
1757983,9243583,★4.92,40.40489,-3.69532
1762237,534128,★4.33,40.426422819684575,-3.701529517787456
2179527,11116174,★4.54,40.42195,-3.71018
1763683,4292037,★4.67,40.42318,-3.70166
2186049,11146984,★4.86,40.46526,-3.65829
2188662,2662680,★4.90,40.41584,-3.70683
1765529,9277975,★4.68,40.40955,-3.71055
1766697,291253690,★4.76,40.42339324951172,-3.706552982330322
2192321,11179787,★4.77,40.38953,-3.71413
1774049,4200231,★4.50,40.40498,-3.7006
2207832,11262144,★4.47,40.43122,-3.71432
1775014,7129474,★ New,40.42456,-3.696
1779465,1713524,★5.0,40.41508865356445,-3.707134962081909
2207960,11262545,★4.64,40.4032,-3.69777
2224238,11340614,★4.90,40.47054,-3.68104
1785371,1470394,★4.59,40.41837,-3.69843
1788102,901218,★4.64,40.4142968542387,-3.709685581272064
2247751,11479457,★4.97,40.41536,-3.70881
2254525,11385250,★4.85,40.4106,-3.70254
1790920,6915283,★ New,40.42896,-3.70693
1797544,596469,★4.68,40.42129,-3.68397
1811287,5542111,★4.18,40.421349,-3.706204
2289744,5500409,★4.71,40.40986,-3.69752
1819060,9525646,★4.80,40.40108,-3.69683
2294171,11719928,★5.0,40.41737747192383,-3.706744909286499
2299045,1843216,★4.65,40.42506,-3.70752
2302853,762655,★4.77,40.42018,-3.70465
1829496,9570589,★4.96,40.43271,-3.66726
1846297,2519411,★4.71,40.40155,-3.67772
2310368,8584829,★4.72,40.44293,-3.67068
1854759,1364024,★4.94,40.40847,-3.72231
2313370,116363697,★4.60,40.41859,-3.70528
2319136,8515277,★4.77,40.40926,-3.67569
1858255,9696587,★4.86,40.42363,-3.70076
1859046,9699624,★4.72,40.42466,-3.70591
2325516,10037966,★4.62,40.39877,-3.69426
1863038,397053855,★4.76,40.41012,-3.71149
2338390,11942663,★4.86,40.41012,-3.69828
1864170,534128,★4.33,40.42648783701088,-3.700032817445504
2342966,11964814,★4.64,40.42617,-3.64297
1865189,1172225,★4.78,40.43597,-3.70842
2343687,9805902,★ New,40.42312,-3.69761
1870392,901218,★4.48,40.41568,-3.69793
2346257,2933277,★4.75,40.41941,-3.70102
2588548,13253937,★4.70,40.42069,-3.6777
2355344,12027564,★4.81,40.41187,-3.69662
2358924,3317185,★4.67,40.43131,-3.69918
2589141,3524291,★4.61,40.41106,-3.71315
2362731,2536524,★4.50,40.42654,-3.615916
2604097,13336994,★4.57,40.425,-3.70581
2604787,13340216,★4.39,40.40819,-3.69989
2364463,12077356,★4.59,40.40672,-3.69915
2377816,12142565,★4.76,40.42607,-3.70402
2622839,9757922,★4.85,40.4204,-3.69744
2387880,12183135,★4.84,40.41697,-3.70505
2388144,5149908,★5.0,40.4091847,-3.7112316
2391600,10233660,★4.60,40.40776,-3.71747
2630840,2864064,★4.73,40.413128,-3.713299
2632012,13054728,★4.62,40.4282,-3.704
2399601,11257868,★4.80,40.4374885559082,-3.6986610889434814
2650925,13569734,★4.88,40.41661,-3.70548
2408887,12312704,★4.92,40.43048,-3.70169
2416770,4190343,★4.65,40.41464,-3.70134
2652829,13569734,★4.88,40.41648,-3.70482
2471370,5542111,★4.29,40.4217,-3.704668
2658189,1156753,★ New,40.4346,-3.69136
2673231,13686767,★ New,40.43068,-3.7008
2472459,12641432,★4.62,40.42562,-3.69878
2673648,13689103,★4.84,40.43951,-3.6993
2482267,12698367,★4.83,40.4269,-3.71367
2676912,116363697,★4.54,40.41862,-3.70474
2487986,12202578,★4.78,40.40558,-3.69366
2686592,13751801,★4.47,40.42755,-3.70255
2706194,1843216,★4.66,40.40805,-3.70113
2488934,11824804,★4.87,40.42545,-3.70078
2707743,5542111,★4.35,40.424095,-3.709137
2500666,10569881,★4.65,40.42498,-3.70893
2503991,12791313,★4.40,40.4124,-3.71344
2711470,1408525,★4.37,40.42155,-3.70451
2731786,605612,★4.58,40.41143,-3.70912
2736479,14001302,★4.74,40.40775,-3.7059
2520674,12904592,★4.83,40.42409,-3.6671
2744523,14040626,★4.62,40.40395,-3.69327
2520679,12904592,★4.62,40.42264,-3.6667
2761815,13612054,★4.87,40.42198,-3.70901
2774760,14190803,★4.83,40.39513,-3.7291
2820486,7880786,★4.56,40.40441,-3.70095
2530433,5234573,★4.44,40.40981,-3.70444
2846776,4416684,★4.86,40.41256713867188,-3.70920205116272
2549655,13054728,★4.89,40.42809,-3.70396
2551440,605612,★4.72,40.41142,-3.70903
2558321,13097473,★4.36,40.41076,-3.69967
2847041,132052,★4.80,40.411968,-3.695372
2587493,4008643,★4.73,40.43981,-3.68089
2862015,14629836,★4.61,40.42333,-3.7066
3341990,8282386,★4.79,40.4267,-3.70453
2895896,14800337,★4.57,40.41047,-3.7089
2900380,4977367,★4.45,40.42259,-3.7030465
3351904,3945807,★4.77,40.42464,-3.71255
2906165,13395947,★4.68,40.42218,-3.69822
2907259,4710774,★4.87,40.42636,-3.70458
3356511,16696852,★4.67,40.3983,-3.69457
3360988,16955115,★4.90,40.39972,-3.69364
2916917,14896086,★3.83,40.43492,-3.704
3368882,2546805,★ New,40.40733,-3.70071
3368885,5637876,★4.54,40.40447,-3.67834
2917180,14896086,★4.19,40.40338,-3.6921
3374974,14405469,★4.63,40.40767,-3.7027
2917257,14896086,★4.61,40.40546,-3.6901
2926676,9757922,★4.89,40.46919,-3.7249
3375035,14405469,★4.74,40.4079,-3.70431
3382630,17066096,★4.57,40.40772,-3.70045
2943509,3048290,★4.46,40.42484,-3.70708
3385580,6976114,★4.86,40.41313,-3.71523
2943575,3048290,★4.43,40.42321,-3.70572
2954743,15081813,★4.56,40.42787,-3.69966
2963086,9324929,★4.84,40.41663,-3.70405
3389625,4794809,★4.87,40.40945,-3.70965
3392806,16958375,★4.69,40.43172,-3.70315
3397465,8130428,★4.88,40.42162,-3.70186
2965741,15132401,★4.77,40.40549,-3.68245
3419248,17237438,★4.73,40.41227,-3.71243
3004372,7897222,★4.69,40.42637,-3.70363
3423709,17214333,★4.93,40.42423,-3.70664
3011110,10940437,★4.56,40.41311,-3.70621
3425435,15604118,★4.92,40.41199,-3.70387
3012570,3048290,★4.33,40.42314,-3.70683
3012762,3048290,★3.67,40.42325,-3.7057
3018510,15381133,★4.75,40.41156,-3.72714
3428310,17279710,★4.84,40.40846,-3.69586
3028371,15425240,★4.65,40.41116,-3.69885
3040893,15482957,★4.50,40.43471,-3.67388
3042518,4012290,★4.89,40.41387,-3.70783
3045724,15556828,★4.61,40.42239,-3.70626
3428746,17282045,★4.88,40.42729,-3.70222
3046856,15556828,★4.32,40.42239,-3.70626
3046879,15556828,★4.70,40.42239,-3.70626
3047780,3048290,★4.17,40.42306,-3.7052
3430791,17236814,★4.67,40.42073,-3.70281
3048220,15519226,★4.40,40.39418,-3.69561
3056943,8789737,★4.77,40.42085,-3.70106
3446903,17371009,★4.55,40.38922,-3.74073
